value,frequency,column
3,0.27875,laufkont
4,0.265,laufkont
1,0.23625,laufkont
2,0.22,laufkont
2,0.49875,moral
4,0.315,moral
3,0.08625,moral
1,0.05625,moral
0,0.04375,moral
0,0.27125,verw
3,0.25125,verw
2,0.18875,verw
9,0.11375,verw
1,0.09125,verw
6,0.04625,verw
8,0.01,verw
10,0.01,verw
5,0.01,verw
4,0.0075,verw
1,0.22125,sparkont
3,0.2025,sparkont
2,0.2,sparkont
5,0.18875,sparkont
4,0.1875,sparkont
3,0.35,beszeit
5,0.27375,beszeit
2,0.16375,beszeit
4,0.14625,beszeit
1,0.06625,beszeit
4,0.475,rate
2,0.23,rate
1,0.15625,rate
3,0.13875,rate
3,0.28875,famges
2,0.25125,famges
1,0.25125,famges
4,0.20875,famges
1,0.8925,buerge
3,0.075,buerge
2,0.0325,buerge
4,0.425,wohnzeit
2,0.31625,wohnzeit
3,0.13375,wohnzeit
1,0.125,wohnzeit
4,0.2825,verm
2,0.24625,verm
3,0.24375,verm
1,0.2275,verm
3,0.80625,weitkred
1,0.16,weitkred
2,0.03375,weitkred
1,0.355,wohn
2,0.3375,wohn
3,0.3075,wohn
1,0.62375,bishkred
2,0.335,bishkred
3,0.03375,bishkred
4,0.0075,bishkred
3,0.60375,beruf
2,0.20625,beruf
4,0.17625,beruf
1,0.01375,beruf
2,0.83625,pers
1,0.16375,pers
1,0.60125,telef
2,0.39875,telef
2,0.55,gastarb
1,0.45,gastarb
1,0.70625,kredit
0,0.29375,kredit
