Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.89,0.74,0.15
moral,0.79,0.75,0.42,0.09
verw,0.9,0.81,0.53,0.02
sparkont,0.73,0.73,0.35,0.07
beszeit,0.94,0.91,0.74,0.15
rate,0.92,0.92,0.74,0.31
famges,0.79,0.76,0.49,0.08
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.93,0.93,0.78,0.3
verm,0.97,0.97,0.89,0.44
weitkred,0.52,0.58,0.26,0.08
wohn,0.71,0.74,0.44,0.16
bishkred,0.67,0.6,0.34,0.03
beruf,0.74,0.71,0.41,0.03
pers,0.6,0.69,0.43,0.23
telef,0.97,0.98,0.95,0.71
gastarb,0.26,0.37,0.15,0.08
kredit,0.85,0.89,0.74,0.44
