value,frequency,column
Male,0.8111831442463533,sex
Female,0.18881685575364668,sex
25 - 45,0.5688816855753647,age_cat
Less than 25,0.21778768233387358,age_cat
Greater than 45,0.21333063209076175,age_cat
African-American,0.5107374392220422,race
Caucasian,0.3425850891410049,race
Hispanic,0.08448136142625608,race
Other,0.055105348460291734,race
Asian,0.00526742301458671,race
Native American,0.0018233387358184765,race
F,0.6448541329011345,c_charge_degree
M,0.3551458670988655,c_charge_degree
0,0.5145867098865479,is_recid
1,0.4854132901134522,is_recid
Low,0.5575364667747164,score_text
Medium,0.2593192868719611,score_text
High,0.18314424635332252,score_text
0,0.5435575364667747,two_year_recid
1,0.45644246353322526,two_year_recid
