Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.92,0.48
moral,0.75,0.71,0.38,0.05
verw,0.89,0.77,0.45,0.01
sparkont,0.92,0.91,0.68,0.27
beszeit,0.95,0.93,0.8,0.18
rate,0.87,0.87,0.62,0.25
famges,0.91,0.9,0.72,0.28
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.93,0.92,0.76,0.32
verm,0.99,0.99,0.96,0.68
weitkred,0.47,0.5,0.23,0.03
wohn,0.9,0.91,0.76,0.34
bishkred,0.65,0.57,0.32,0.01
beruf,0.73,0.7,0.4,0.02
pers,0.42,0.53,0.27,0.14
telef,0.93,0.95,0.87,0.58
gastarb,0.71,0.78,0.55,0.3
kredit,0.85,0.89,0.74,0.44
