Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.74
moral,0.78,0.75,0.42,0.08
verw,0.91,0.82,0.53,0.03
sparkont,0.98,0.98,0.93,0.53
beszeit,0.95,0.93,0.78,0.18
rate,0.93,0.93,0.77,0.37
famges,0.98,0.98,0.93,0.57
buerge,0.32,0.4,0.14,0.06
wohnzeit,0.93,0.92,0.77,0.32
verm,1.0,1.0,0.99,0.87
weitkred,0.48,0.53,0.24,0.04
wohn,0.98,0.98,0.95,0.63
bishkred,0.64,0.57,0.31,0.01
beruf,0.7,0.68,0.37,0.03
pers,0.52,0.62,0.35,0.18
telef,0.94,0.96,0.89,0.61
gastarb,0.97,0.98,0.93,0.69
kredit,0.84,0.88,0.73,0.43
