Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.77,0.17
moral,0.78,0.74,0.41,0.05
verw,0.88,0.74,0.42,0.0
sparkont,0.73,0.72,0.36,0.07
beszeit,0.95,0.93,0.8,0.21
rate,0.92,0.93,0.75,0.32
famges,0.79,0.76,0.48,0.08
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.92,0.91,0.74,0.25
verm,0.98,0.98,0.94,0.52
weitkred,0.52,0.57,0.26,0.06
wohn,0.72,0.76,0.46,0.18
bishkred,0.66,0.6,0.33,0.03
beruf,0.71,0.69,0.38,0.03
pers,0.59,0.68,0.42,0.22
telef,0.97,0.98,0.94,0.69
gastarb,0.2,0.3,0.11,0.06
kredit,0.84,0.88,0.72,0.43
