Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.98,0.69
moral,0.8,0.77,0.45,0.09
verw,0.87,0.72,0.41,0.0
sparkont,1.0,1.0,0.99,0.83
beszeit,0.94,0.92,0.76,0.17
rate,0.92,0.92,0.74,0.32
famges,1.0,1.0,0.99,0.82
buerge,0.32,0.41,0.14,0.07
wohnzeit,0.94,0.93,0.8,0.33
verm,1.0,1.0,0.99,0.78
weitkred,0.54,0.58,0.28,0.06
wohn,0.99,0.99,0.98,0.76
bishkred,0.66,0.6,0.33,0.04
beruf,0.73,0.71,0.4,0.03
pers,0.53,0.63,0.36,0.19
telef,0.97,0.98,0.94,0.71
gastarb,0.99,1.0,0.99,0.85
kredit,0.84,0.88,0.73,0.43
