Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.92,0.47
moral,0.8,0.76,0.44,0.08
verw,0.88,0.76,0.43,0.01
sparkont,0.9,0.89,0.64,0.23
beszeit,0.94,0.93,0.76,0.19
rate,0.92,0.92,0.73,0.31
famges,0.91,0.9,0.71,0.29
buerge,0.31,0.4,0.13,0.05
wohnzeit,0.92,0.91,0.73,0.3
verm,1.0,1.0,0.99,0.81
weitkred,0.48,0.53,0.23,0.05
wohn,0.9,0.91,0.75,0.35
bishkred,0.67,0.61,0.34,0.03
beruf,0.71,0.7,0.39,0.04
pers,0.55,0.64,0.38,0.2
telef,0.94,0.96,0.9,0.62
gastarb,0.72,0.79,0.56,0.31
kredit,0.84,0.88,0.72,0.42
