Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.77,0.19
moral,0.8,0.77,0.45,0.08
verw,0.9,0.79,0.49,0.0
sparkont,0.76,0.75,0.39,0.09
beszeit,0.95,0.93,0.78,0.17
rate,0.91,0.91,0.71,0.29
famges,0.8,0.77,0.5,0.09
buerge,0.3,0.38,0.13,0.05
wohnzeit,0.94,0.93,0.79,0.32
verm,0.98,0.98,0.92,0.48
weitkred,0.54,0.59,0.28,0.07
wohn,0.71,0.75,0.45,0.16
bishkred,0.66,0.59,0.32,0.03
beruf,0.74,0.71,0.41,0.03
pers,0.58,0.67,0.41,0.21
telef,0.98,0.99,0.97,0.77
gastarb,0.23,0.34,0.13,0.07
kredit,0.86,0.9,0.76,0.46
