Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.81
moral,0.78,0.74,0.41,0.07
verw,0.91,0.83,0.57,0.03
sparkont,1.0,0.99,0.98,0.71
beszeit,0.96,0.94,0.81,0.24
rate,0.91,0.91,0.72,0.3
famges,0.99,0.99,0.97,0.65
buerge,0.3,0.38,0.13,0.05
wohnzeit,0.94,0.93,0.79,0.33
verm,1.0,1.0,1.0,0.87
weitkred,0.51,0.58,0.26,0.09
wohn,0.99,0.99,0.98,0.78
bishkred,0.67,0.61,0.34,0.03
beruf,0.74,0.71,0.42,0.02
pers,0.58,0.67,0.41,0.22
telef,0.97,0.98,0.95,0.72
gastarb,0.99,0.99,0.97,0.79
kredit,0.85,0.89,0.73,0.44
