28, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,24, Cuba, <=50K
29, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Iran, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, England, <=50K
18, Private, Masters, Never-married, Other-service, Own-child, Other, Male,0,0,40, El-Salvador, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1902,40, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Ecuador, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,35, Ecuador, >50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,75, South, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,50, Ireland, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Mexico, >50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Canada, >50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Black, Female,0,1724,38, Philippines, >50K
74, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,30, Vietnam, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, Columbia, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,24, Yugoslavia, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,15024,0,60, Jamaica, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Yugoslavia, <=50K
20, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Italy, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, China, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, >50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,30, Dominican-Republic, <=50K
64, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,35, Germany, <=50K
32, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,3067,0,40, Canada, >50K
28, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,50, Thailand, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,15, El-Salvador, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, Greece, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Greece, >50K
31, State-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,47, Dominican-Republic, <=50K
27, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,30, Mexico, <=50K
35, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Japan, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Jamaica, <=50K
55, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, France, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,60, Laos, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
38, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,45, England, <=50K
48, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Hong, <=50K
51, Federal-gov, Masters, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,3465,0,40, Mexico, <=50K
33, Private, Bachelors, Separated, Protective-serv, Wife, Other, Male,0,0,56, Jamaica, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,45, Honduras, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,54, Yugoslavia, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,2949,0,35, Cuba, >50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
60, Self-emp-inc, Prof-school, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,60, Nicaragua, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, <=50K
52, Self-emp-not-inc, 10th, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,30, Italy, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Jamaica, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,2859,0,40, South, >50K
43, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,99999,0,40, Thailand, <=50K
40, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
