Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.83
moral,0.79,0.75,0.43,0.05
verw,0.92,0.85,0.57,0.05
sparkont,1.0,0.99,0.98,0.69
beszeit,0.95,0.92,0.78,0.16
rate,0.91,0.91,0.72,0.3
famges,0.99,0.99,0.97,0.68
buerge,0.33,0.4,0.14,0.05
wohnzeit,0.93,0.93,0.78,0.31
verm,1.0,1.0,0.99,0.83
weitkred,0.45,0.5,0.22,0.04
wohn,0.99,0.99,0.98,0.78
bishkred,0.65,0.58,0.32,0.02
beruf,0.76,0.72,0.44,0.02
pers,0.62,0.71,0.45,0.24
telef,0.95,0.97,0.91,0.65
gastarb,0.99,0.99,0.97,0.79
kredit,0.85,0.89,0.74,0.44
