laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
3 36 4 3 5151 4 4 3 3 1 2 3 38 3 2 1 3 2 2 2 1
3 12 2 2 1980 5 4 3 2 1 1 1 30 3 3 1 3 1 1 2 1
4 15 4 0 1437 3 5 4 1 2 4 3 44 3 1 2 3 1 2 2 1
2 24 1 9 1188 5 5 4 2 1 2 1 57 3 3 1 2 2 1 1 1
2 36 3 9 3609 1 5 4 4 1 4 3 42 3 1 2 3 2 1 1 1
2 30 2 2 5991 1 3 2 4 1 2 2 24 3 2 1 4 2 2 1 0
2 24 0 3 1986 4 4 4 3 1 1 1 22 3 3 1 3 2 2 2 1
3 24 4 0 12794 5 1 3 1 1 1 2 39 3 1 1 3 2 2 2 0
2 14 4 0 472 2 5 4 2 1 2 3 23 1 1 1 2 2 1 2 1
2 10 4 0 1297 3 2 4 4 2 4 4 36 3 3 1 3 2 1 1 1
1 15 2 6 3590 3 3 2 2 1 4 1 29 3 3 1 4 2 2 2 1
3 12 4 9 6143 2 4 2 2 2 2 3 31 2 1 2 3 2 1 2 1
4 12 1 2 3544 3 3 2 2 1 3 2 28 3 3 2 3 2 2 1 1
2 12 4 0 3381 4 3 2 4 1 4 4 37 3 1 2 2 2 2 2 1
2 24 4 3 6350 3 5 2 1 1 4 2 54 3 1 2 3 2 2 1 1
2 15 4 2 993 2 2 4 4 1 2 4 25 1 1 1 3 2 1 1 1
3 9 2 0 1410 5 2 4 2 1 2 1 34 3 1 1 3 2 1 2 1
4 6 4 2 2978 3 3 3 1 1 1 4 32 3 2 2 4 1 2 2 0
4 18 2 3 2786 3 3 2 1 1 3 2 29 3 2 2 3 2 1 2 0
4 6 4 3 1382 3 3 2 3 1 4 2 30 1 2 1 2 2 2 1 1
1 15 4 3 4669 1 1 2 2 1 2 4 39 3 2 1 4 2 2 2 0
4 12 4 1 2141 2 3 4 3 1 3 2 29 3 1 2 3 2 1 1 1
1 24 1 3 1961 2 3 4 4 1 4 4 33 3 2 2 3 2 1 1 0
2 36 1 2 8574 3 5 1 3 1 1 2 29 1 1 1 3 2 1 1 0
3 36 2 3 3567 1 1 4 1 1 2 4 30 3 2 3 2 2 1 2 1
2 24 4 1 3602 5 3 3 4 1 4 3 22 3 1 1 3 2 1 1 1
1 27 4 9 7874 1 2 3 1 1 4 3 48 3 3 2 3 2 2 2 1
2 24 1 0 2372 1 5 3 4 1 2 2 47 3 3 3 4 2 2 1 1
2 60 2 0 8593 1 3 4 4 2 2 3 28 1 2 1 3 2 1 2 0
1 12 4 3 981 5 4 4 3 1 3 2 28 1 2 1 2 1 1 1 1
4 15 4 1 1188 3 5 4 3 1 4 1 46 3 2 1 3 1 2 2 0
1 18 2 2 1189 5 4 4 2 1 4 1 23 3 1 1 3 2 1 1 0
2 9 4 3 1136 2 5 1 2 1 4 3 49 3 1 1 3 2 2 2 1
4 21 4 2 3073 4 5 2 4 1 4 4 36 3 2 2 2 2 1 2 1
1 30 4 2 3610 2 3 2 3 1 1 4 39 3 3 2 4 2 2 2 0
1 18 1 3 6227 5 5 2 1 1 4 4 67 3 3 2 4 2 1 1 1
1 48 2 9 3354 1 5 4 3 1 3 3 46 2 3 1 3 2 2 2 1
1 24 4 1 5892 1 2 2 2 1 2 1 44 3 1 2 4 2 2 1 0
3 14 3 3 2763 1 4 2 2 1 4 1 24 3 2 2 3 2 1 1 1
2 48 1 0 7902 2 1 1 4 1 4 4 43 1 3 2 4 1 1 1 1
4 24 2 3 3342 5 3 1 4 1 1 3 23 3 1 1 3 1 1 2 1
1 12 2 0 2329 1 4 4 3 1 4 1 50 2 3 2 4 2 2 2 1
1 18 1 0 3077 1 3 4 4 1 1 3 26 3 1 1 3 2 2 2 1
1 6 4 3 805 1 3 3 2 1 2 1 24 3 1 2 2 2 1 2 1
4 24 2 0 1198 3 5 4 4 1 4 3 59 3 2 1 3 1 1 2 0
1 30 3 0 1740 3 3 4 1 1 4 1 29 3 2 2 3 2 2 2 1
2 48 1 3 6163 1 3 2 1 1 4 2 50 1 2 1 4 2 2 2 1
4 24 2 2 10075 1 4 1 2 3 4 1 23 1 1 1 2 2 2 2 1
2 12 1 3 1410 1 2 3 1 1 4 4 38 3 3 1 3 2 1 2 1
1 36 2 2 2406 2 3 4 2 1 2 4 27 1 1 1 3 2 1 2 0
1 20 2 0 5093 2 3 2 3 1 4 3 28 3 2 1 3 2 1 2 1
1 15 2 6 1344 1 5 2 3 1 1 4 31 3 3 1 3 2 1 1 1
3 30 4 2 2398 1 2 4 4 1 4 4 40 1 1 2 3 1 2 2 1
4 18 4 3 2352 1 5 2 3 1 4 1 64 3 1 2 3 1 2 2 1
3 36 2 0 2643 3 2 4 4 1 3 3 29 3 1 1 3 2 1 1 1
1 15 2 0 2380 2 4 2 3 1 2 4 23 3 2 1 2 2 2 2 1
1 9 4 2 1944 4 1 2 3 1 4 2 48 3 3 1 3 2 1 2 1
4 24 4 9 12716 3 3 2 4 1 4 4 44 3 3 1 4 2 1 2 1
1 12 4 3 2045 4 3 4 2 1 1 3 50 3 2 1 3 2 1 2 1
4 15 4 8 2619 4 3 1 3 1 2 4 25 1 2 1 3 1 1 2 1
1 18 1 3 639 1 5 4 2 1 2 2 32 3 2 2 2 2 1 2 1
1 12 4 6 3564 3 3 2 2 1 3 4 37 3 2 2 3 2 1 2 1
4 6 2 3 1563 2 4 1 2 1 2 2 34 3 1 2 2 2 2 1 1
4 36 4 1 9449 3 4 2 4 1 4 1 30 1 3 2 4 2 2 1 0
2 18 2 9 1412 1 2 3 1 1 4 2 44 3 3 2 3 2 1 1 1
3 24 2 2 1344 5 3 4 4 1 3 1 25 1 3 1 3 2 1 2 0
4 6 2 0 1143 1 4 1 1 1 2 2 27 3 3 1 2 2 1 1 0
1 4 2 3 1870 1 2 1 4 1 2 2 35 3 1 1 2 1 1 1 1
4 18 4 1 1656 3 3 2 3 1 3 2 36 3 1 1 4 2 1 1 1
1 6 2 3 1322 2 3 1 1 1 4 1 28 3 2 1 2 2 1 2 1
4 36 4 9 2908 4 5 4 3 1 4 3 36 3 2 2 3 2 2 2 0
3 12 4 6 692 5 4 4 1 3 2 3 35 3 2 1 2 2 1 1 1
1 24 4 2 1964 1 2 4 2 1 3 2 34 3 1 2 2 2 1 1 0
1 45 4 2 7595 2 5 3 4 3 4 4 45 3 2 2 2 2 2 1 1
4 36 2 3 976 5 5 4 2 1 2 2 36 1 1 1 3 2 2 2 0
1 24 2 1 6614 1 1 1 3 1 4 4 27 3 1 1 2 2 1 2 0
3 18 4 3 2901 3 4 1 3 1 2 2 41 3 2 1 3 2 1 1 1
3 24 0 5 2900 1 5 4 3 1 4 3 49 3 3 1 3 2 1 1 1
3 12 2 3 3050 2 3 1 2 1 3 2 24 3 1 1 3 2 1 1 0
1 24 2 9 2212 2 1 4 1 1 4 4 33 3 2 3 2 2 2 2 0
1 36 3 3 3076 3 5 4 2 1 2 1 49 1 3 2 3 2 2 2 1
3 27 4 2 6246 3 5 2 2 1 3 3 36 3 2 1 4 2 2 1 1
3 12 4 0 763 5 4 4 3 1 3 1 42 3 2 1 2 1 1 1 1
1 11 4 0 781 1 5 4 2 3 4 3 61 1 2 3 4 1 1 1 0
3 12 2 2 1666 1 3 2 2 1 4 1 33 3 1 1 2 1 1 2 1
1 30 2 3 3342 1 3 2 2 1 4 4 33 3 2 1 3 2 1 1 1
2 12 2 3 1226 2 5 3 3 1 4 1 59 2 2 1 2 2 1 2 1
2 18 2 0 4470 4 2 1 2 2 4 4 32 3 2 1 4 2 1 2 1
1 12 2 1 2239 5 3 4 2 1 2 4 41 3 1 1 3 2 2 2 1
3 12 2 3 1442 5 2 4 2 1 4 3 23 3 2 1 3 2 1 2 0
2 6 4 2 1157 1 1 3 3 1 2 2 51 3 1 2 2 2 2 2 1
1 24 2 0 5449 4 4 1 1 1 3 3 24 3 3 1 3 2 1 2 0
3 24 4 9 5252 3 3 4 3 1 4 2 27 3 3 1 3 2 2 2 1
4 12 2 2 1591 3 4 4 3 1 2 2 24 3 1 1 3 2 2 1 1
1 12 2 3 1364 1 1 4 2 1 3 3 63 3 2 2 1 2 1 2 0
3 21 2 6 1560 2 4 3 1 1 3 2 36 3 3 4 3 2 1 2 1
3 12 4 3 676 1 5 4 4 1 2 1 50 1 2 1 3 2 2 1 1
1 18 4 0 1478 1 3 4 1 1 4 3 45 3 1 1 2 2 1 2 0
3 18 2 3 1799 1 5 4 1 1 2 1 28 3 3 1 2 2 1 2 0
4 24 4 0 1527 1 3 4 3 1 4 4 41 3 2 2 3 2 1 1 1
2 24 2 0 2574 3 5 2 1 1 4 2 35 3 3 1 3 2 1 2 1
4 6 4 9 528 3 5 4 1 1 3 4 47 3 2 1 2 2 1 2 0
4 24 2 9 3959 3 2 1 1 1 4 2 36 3 2 1 3 2 2 2 1
1 24 2 3 1082 2 5 4 3 1 2 4 25 1 2 2 3 2 1 2 1
3 18 1 0 1203 3 1 4 4 2 2 4 48 1 2 2 2 1 1 2 1
1 24 2 3 2603 1 4 4 3 1 3 4 28 3 1 2 2 2 2 2 0
2 18 4 1 2333 3 4 4 3 1 2 3 27 2 2 1 2 2 1 2 0
3 36 2 9 7741 1 4 2 2 1 4 4 40 3 1 2 3 2 2 2 1
2 12 2 0 1614 4 2 4 4 1 1 2 31 3 2 2 3 2 1 1 0
4 24 2 1 3379 4 4 1 1 1 2 1 38 3 1 2 3 2 1 1 0
2 24 4 5 2013 2 5 4 4 1 2 2 45 1 2 2 4 1 1 1 1
3 42 0 9 3255 5 5 4 3 1 2 3 64 1 3 1 3 2 2 1 0
1 30 3 9 7106 1 5 2 3 1 3 3 35 3 1 2 4 2 2 2 0
4 18 2 3 1426 1 3 4 3 1 4 1 40 3 2 1 3 2 2 1 1
3 12 2 0 1820 2 3 2 3 1 3 3 28 3 1 1 3 2 1 2 0
1 12 2 3 2245 5 5 3 3 1 2 3 37 3 2 2 3 2 1 2 1
1 24 2 0 3649 1 5 2 2 1 4 1 23 3 1 1 3 1 2 1 1
4 12 2 0 888 4 5 3 2 1 1 3 21 3 1 1 3 2 2 1 0
4 12 2 3 2145 1 3 1 3 1 4 4 35 3 3 1 4 2 2 1 1
3 48 2 1 3884 5 3 2 2 1 4 4 33 3 2 2 3 2 1 1 1
4 30 2 3 7428 2 3 2 1 1 2 3 25 3 3 2 4 1 2 2 0
1 24 2 0 1237 3 4 4 3 1 3 3 55 2 1 1 1 2 1 1 1
4 9 2 0 943 2 5 4 1 1 2 4 37 3 1 1 2 2 2 2 0
3 15 2 3 2763 2 4 2 1 1 1 2 26 3 1 1 2 1 2 2 0
4 12 4 9 714 2 3 4 4 1 4 1 51 3 3 1 3 2 1 2 1
4 24 2 1 2460 2 2 3 1 1 2 2 46 3 1 2 4 2 1 1 1
2 30 2 2 3972 3 3 3 1 1 4 2 28 3 2 1 4 2 1 2 1
3 12 1 0 1518 4 3 2 3 1 1 1 49 3 2 2 2 1 1 1 1
4 36 2 2 2268 5 2 4 3 1 4 3 36 3 1 2 3 2 2 2 1
1 12 2 0 2142 1 3 1 2 1 2 4 29 3 2 3 3 2 2 1 1
2 18 0 1 7610 5 3 1 1 1 4 3 23 3 1 1 3 2 2 2 1
2 48 2 2 11209 4 3 4 2 1 2 3 24 3 2 2 3 2 2 2 0
1 10 2 3 1224 5 5 3 3 1 2 4 45 1 1 1 2 2 1 1 1
2 24 2 0 2327 4 2 4 1 1 4 1 29 1 3 1 3 1 1 2 1
2 12 4 3 2475 1 3 1 2 1 2 1 25 3 2 1 3 2 1 1 1
1 36 2 3 1844 2 5 4 1 1 2 4 34 3 2 1 3 2 1 1 1
4 9 2 2 1561 2 2 4 3 1 4 1 22 3 1 1 3 2 2 1 1
4 15 3 6 937 2 3 3 2 1 2 2 30 3 2 2 3 2 1 2 0
3 12 2 2 1136 4 3 3 4 1 3 4 27 3 3 1 3 2 1 1 1
1 60 4 1 7761 1 5 4 2 1 3 1 54 3 1 1 2 2 2 1 0
3 6 2 0 391 5 4 4 2 1 4 4 37 3 1 1 2 2 1 2 0
4 24 2 0 1342 5 5 4 3 1 2 2 37 3 2 1 3 2 1 1 1
4 24 2 3 2973 2 2 3 1 1 2 2 24 3 2 1 3 2 2 2 1
3 12 2 2 616 2 3 2 1 1 1 2 24 3 1 2 2 2 1 1 0
2 9 2 0 618 5 2 4 1 3 2 2 28 3 1 2 2 2 1 2 0
1 48 2 1 5355 1 5 4 3 1 2 3 31 3 2 1 3 2 1 2 0
2 18 3 0 2386 3 3 1 4 1 4 2 26 3 1 1 3 2 1 2 1
3 9 4 3 1503 5 3 2 1 1 4 2 35 3 1 1 3 1 1 2 1
1 6 4 3 750 4 1 4 3 1 2 3 32 3 1 1 2 2 2 1 0
1 12 2 6 1048 3 1 2 2 1 4 3 50 3 3 1 3 2 1 2 1
3 6 2 2 1534 1 1 1 2 1 2 2 33 3 3 1 3 2 2 1 1
1 18 2 3 2359 3 5 1 1 1 2 1 42 3 2 2 3 1 2 1 1
1 27 2 4 2393 3 3 4 1 1 4 4 21 3 1 1 3 2 1 1 0
1 36 0 0 6339 5 1 1 2 1 4 4 34 3 2 1 2 2 1 1 1
1 12 2 2 1564 2 2 1 1 1 4 4 35 3 2 2 3 2 1 2 1
1 12 2 1 6116 1 3 2 3 1 2 4 50 3 1 1 4 2 2 2 1
2 6 2 3 928 3 2 4 2 1 2 4 35 3 2 3 3 2 2 1 1
3 18 3 1 4167 4 5 2 4 1 2 1 24 3 2 1 3 2 1 2 1
4 15 2 9 3379 1 2 1 3 1 3 2 23 1 2 4 3 2 1 2 0
2 48 3 1 7613 2 1 4 2 1 2 3 46 3 1 1 3 2 2 2 0
4 36 3 1 10207 1 3 3 3 1 4 2 27 3 1 2 3 2 1 2 1
3 24 2 6 1343 4 3 4 4 2 3 2 24 3 3 1 2 2 2 2 1
2 24 4 4 3051 2 2 4 1 1 3 3 31 3 3 1 3 2 2 2 0
1 12 4 0 623 1 3 4 3 1 4 2 29 3 2 1 2 2 1 2 0
2 36 2 3 2245 4 3 3 2 1 2 4 33 3 1 2 3 1 2 1 0
2 12 2 3 928 1 5 4 4 1 4 3 23 3 2 1 3 2 1 2 0
4 6 2 0 642 4 5 4 4 1 4 2 36 3 2 1 3 2 1 2 1
1 60 3 1 10510 1 5 3 1 1 2 4 52 3 1 1 3 2 1 2 0
3 24 2 0 2982 3 5 4 1 1 4 2 61 3 3 2 2 2 2 1 1
1 12 2 6 1528 1 5 3 1 1 2 2 63 1 2 2 3 1 1 2 1
1 4 2 1 782 2 2 4 1 1 1 3 26 3 1 1 3 1 2 1 1
4 36 4 2 5089 5 3 2 4 1 2 3 24 3 1 2 3 2 1 2 0
4 36 3 3 4041 2 3 1 2 1 4 4 31 3 2 2 3 2 1 1 0
4 12 2 3 669 1 3 4 1 1 4 4 47 3 1 3 3 2 1 2 1
2 36 3 3 2214 5 4 4 3 1 2 4 31 3 1 1 3 2 1 2 1
3 6 2 6 368 5 5 4 1 1 4 3 48 1 2 1 3 2 1 2 1
3 18 1 2 2544 2 3 3 1 1 4 3 25 1 1 1 3 2 1 1 1
2 6 4 0 2994 3 3 3 3 1 4 1 44 3 1 1 2 2 1 2 1
2 12 2 9 2811 4 2 4 2 1 3 1 38 3 2 1 4 2 2 2 1
2 18 2 3 1089 5 2 4 3 1 4 2 30 2 2 1 1 1 1 2 1
3 36 1 3 4246 5 4 2 1 1 4 1 32 3 1 1 3 2 1 2 1
1 18 3 3 1924 3 5 4 1 1 4 4 33 1 1 2 2 1 2 2 1
3 15 2 6 1269 2 3 4 3 1 2 4 39 3 2 2 3 2 1 2 1
3 60 0 0 11969 5 5 4 1 1 4 4 29 1 2 1 3 2 1 1 1
4 24 4 2 2762 2 3 4 2 1 4 4 36 3 2 1 2 2 2 2 0
4 12 4 2 603 5 2 4 4 1 4 2 26 3 2 1 2 2 1 2 1
3 30 2 2 4151 3 4 3 3 1 4 4 32 1 3 1 2 2 2 2 1
2 24 2 1 2744 2 5 4 3 1 4 1 61 3 1 2 4 2 1 1 1
3 24 1 9 3655 3 5 2 2 1 3 3 63 3 3 2 3 1 2 2 1
1 36 2 0 14197 5 5 2 3 1 4 1 55 3 3 2 3 2 2 1 0
3 12 2 0 5800 1 2 2 3 1 4 2 35 3 1 2 4 2 1 1 0
4 18 1 9 4211 3 3 4 1 1 1 4 32 3 1 2 2 1 2 2 1
3 24 2 10 1247 1 5 3 3 1 2 3 28 3 3 2 3 2 1 2 0
3 9 2 3 2759 5 5 1 4 1 2 1 31 3 2 1 3 2 2 2 1
1 6 4 0 616 1 1 4 2 1 2 2 40 3 1 1 3 2 1 2 1
1 12 2 3 1345 2 5 3 3 1 4 4 54 3 1 2 4 2 1 2 1
1 24 2 3 1236 3 4 4 3 1 1 2 23 3 2 1 3 2 2 2 0
3 48 4 9 4615 5 3 2 3 1 1 3 29 3 3 2 4 2 2 1 1
1 9 1 0 976 5 5 4 4 1 1 4 38 3 3 1 2 2 1 1 1
1 24 0 9 3357 5 5 2 2 1 2 1 30 3 3 1 3 2 1 1 1
2 6 2 5 1264 1 1 1 1 1 4 4 41 3 2 1 2 2 2 2 1
2 18 2 6 803 1 1 4 4 1 3 2 25 1 3 1 2 2 1 1 1
2 24 2 1 3911 4 1 2 3 1 4 2 42 1 2 2 3 2 1 2 1
2 24 4 9 1373 1 3 4 1 1 2 4 26 3 3 1 2 2 1 1 0
3 12 2 0 799 2 3 1 3 1 3 3 53 3 1 1 2 2 1 1 1
1 18 2 0 7376 4 4 2 3 1 4 3 50 3 3 1 3 2 1 2 0
1 7 4 3 3233 3 3 2 4 1 3 2 33 3 2 3 3 2 1 2 1
3 24 2 2 2212 2 1 4 4 1 2 3 28 3 1 1 3 2 1 1 1
1 15 2 3 1409 1 4 4 3 1 4 1 43 2 2 1 3 1 2 1 1
2 12 3 0 1216 1 4 4 1 1 3 1 38 3 1 1 2 2 1 2 1
4 27 2 6 4803 1 3 1 2 1 4 3 47 3 1 1 4 2 1 2 1
