Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.9,0.88,0.69,0.13
moral,0.76,0.73,0.39,0.07
verw,0.88,0.76,0.43,0.01
sparkont,0.67,0.67,0.29,0.05
beszeit,0.94,0.92,0.76,0.15
rate,0.92,0.92,0.73,0.3
famges,0.76,0.73,0.45,0.06
buerge,0.26,0.33,0.11,0.02
wohnzeit,0.93,0.93,0.78,0.35
verm,0.98,0.98,0.93,0.53
weitkred,0.52,0.56,0.27,0.05
wohn,0.7,0.74,0.43,0.16
bishkred,0.63,0.55,0.3,0.01
beruf,0.71,0.7,0.38,0.03
pers,0.52,0.62,0.35,0.18
telef,0.96,0.97,0.93,0.68
gastarb,0.15,0.24,0.08,0.04
kredit,0.8,0.85,0.67,0.38
