Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.89,0.44
moral,0.79,0.75,0.43,0.08
verw,0.91,0.81,0.52,0.01
sparkont,0.92,0.91,0.68,0.27
beszeit,0.94,0.92,0.77,0.17
rate,0.92,0.92,0.74,0.34
famges,0.91,0.9,0.72,0.28
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.93,0.92,0.76,0.32
verm,1.0,1.0,0.99,0.83
weitkred,0.49,0.54,0.25,0.05
wohn,0.9,0.91,0.74,0.35
bishkred,0.66,0.58,0.32,0.01
beruf,0.67,0.65,0.34,0.02
pers,0.51,0.61,0.34,0.17
telef,0.94,0.95,0.88,0.6
gastarb,0.72,0.79,0.56,0.31
kredit,0.79,0.84,0.65,0.37
