Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.93,0.54
moral,0.8,0.76,0.44,0.08
verw,0.9,0.8,0.51,0.01
sparkont,0.89,0.88,0.62,0.24
beszeit,0.95,0.94,0.79,0.23
rate,0.91,0.91,0.71,0.29
famges,0.9,0.89,0.69,0.27
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.94,0.93,0.79,0.35
verm,0.99,0.99,0.98,0.7
weitkred,0.54,0.59,0.28,0.07
wohn,0.88,0.9,0.72,0.33
bishkred,0.67,0.6,0.34,0.02
beruf,0.73,0.72,0.4,0.05
pers,0.58,0.67,0.41,0.21
telef,0.98,0.98,0.95,0.73
gastarb,0.72,0.79,0.57,0.31
kredit,0.86,0.89,0.75,0.45
