sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count1,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,r_charge_desc,priors_count2,score_text,two_year_recid
Male,Greater than 45,Caucasian,0,0,0,1.0,-4.0,F,Lewd/Lasc Exhib Presence <16yr,0,0,,1,Low,0
Male,Less than 25,African-American,0,0,0,1.0,-1.0,F,Assault,1,0,,1,Medium,0
Male,25 - 45,Caucasian,1,0,0,8.0,-2.0,F,Crim Attempt/Solic/Consp,1,0,Wear Mask w/Commit Offense,8,Low,0
Female,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Possession Of Alprazolam,0,0,,0,Medium,0
Male,Greater than 45,Caucasian,0,0,0,4.0,-8.009271457887746,M,Disorderly Conduct,1,1,Battery on a Person Over 65,4,High,0
Male,Greater than 45,Caucasian,0,0,0,0.0,-1.0,F,Felony Battery w/Prior Convict,1,0,,0,Low,0
Female,25 - 45,Caucasian,0,0,0,0.0,-3.0,M,Battery,0,0,,0,Low,0
Male,Greater than 45,Caucasian,0,0,0,0.0,-1.0,F,Felony Petit Theft,0,0,,0,Low,0
Male,Greater than 45,African-American,0,0,0,0.0,-1.0,F,Disorderly Conduct,0,0,,0,Low,0
Female,25 - 45,African-American,0,0,0,0.0,0.0,F,Tamper With Witness/Victim/CI,0,0,,0,High,0
Male,Less than 25,African-American,0,0,0,0.0,-1.0,F,Possession Of Alprazolam,0,0,Petit Theft,0,High,1
Male,25 - 45,African-American,0,1,0,11.0,-1.0,F,Burglary Conveyance Unoccup,1,0,Felon in Pos of Firearm or Amm,11,High,1
Female,25 - 45,African-American,0,0,0,2.0,-1.0,M,Battery,0,0,,2,Low,0
Female,25 - 45,Caucasian,0,0,0,1.0,-2.0,M,Del Cannabis For Consideration,1,0,,1,Low,0
Female,Less than 25,Caucasian,0,0,0,4.0,-1.0,M,Battery,1,0,Possess Cannabis/20 Grams Or Less,4,Medium,1
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Disrupting School Function,0,0,,0,Low,0
Male,Less than 25,Caucasian,0,0,0,0.0,0.0,F,Deliver Cannabis,1,0,Petit Theft,0,Low,1
Male,Greater than 45,Caucasian,0,0,0,1.0,-1.0,M,Battery,1,0,Retaliate Wit/Vict No Injury,1,Low,1
Male,Less than 25,Other,2,0,0,2.0,-2.0,F,Crim Attempt/Solic/Consp,1,0,,2,High,1
Male,25 - 45,Caucasian,0,0,0,4.0,0.0,F,Felony Battery w/Prior Convict,1,0,Felony Petit Theft,4,High,1
Male,25 - 45,Caucasian,0,0,0,0.0,0.0,F,Solicit Deliver Cocaine,1,0,Petit Theft $100- $300,0,Low,1
Female,Less than 25,African-American,0,0,0,1.0,-1.0,M,Battery,0,0,,1,Low,0
Female,Greater than 45,African-American,0,0,0,0.0,-3.0,M,Disorderly Conduct,0,0,,0,Low,0
Male,25 - 45,Caucasian,0,0,0,1.0,-1.0,F,Trespassing/Construction Site,1,0,Driving License Suspended,1,Low,1
Female,25 - 45,African-American,0,0,0,0.0,-1.0,M,Battery,1,0,Petit Theft $100- $300,0,Medium,1
Male,Less than 25,African-American,1,0,0,1.0,27.473563301782328,F,License Suspended Revoked,1,0,Operating W/O Valid License,1,High,1
Female,Greater than 45,Caucasian,0,0,0,0.0,-1.0,F,Battery on Law Enforc Officer,1,0,Possession of Cocaine,0,Low,1
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Obstruct Officer W/Violence,0,0,,0,Low,0
Male,25 - 45,African-American,0,0,0,3.0,0.0,M,Assault,0,0,,3,Medium,0
Female,25 - 45,Caucasian,0,0,0,0.0,-1.0,M,Battery,0,0,,0,High,0
Male,25 - 45,African-American,0,0,0,2.0,-23.0,F,Carrying A Concealed Weapon,0,0,Petit Theft,2,Low,0
Male,Greater than 45,Caucasian,0,0,0,2.0,-18.12839694678338,F,Possess Controlled Substance,0,0,,2,Low,0
Male,25 - 45,African-American,0,0,0,5.0,-1.0,F,False Ownership Info/Pawn Item,0,0,,5,Low,0
Male,25 - 45,African-American,0,0,0,0.0,-1.0,F,Drivg While Lic Suspd/Revk/Can,1,0,,0,Low,0
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Sound Articles Over 100,0,0,,0,Low,0
Male,Greater than 45,African-American,0,0,0,12.0,-24.0,M,Battery,0,0,,12,Medium,0
Male,25 - 45,African-American,0,0,0,9.0,0.0,F,Felony Petit Theft,1,0,Driving License Suspended,9,Medium,1
Male,Greater than 45,Caucasian,0,0,0,4.0,-1.0,M,Battery on Law Enforc Officer,1,0,,4,Low,0
Female,25 - 45,African-American,0,0,0,0.0,0.0,F,Grand Theft (Motor Vehicle),1,0,Possession of Hydrocodone,0,Medium,0
Male,Less than 25,Caucasian,0,0,0,0.0,-1.0,M,Battery,1,1,Battery,0,High,1
Female,25 - 45,Caucasian,0,0,0,2.0,-1.0,F,Del Cannabis For Consideration,0,0,,2,Low,0
Female,25 - 45,Caucasian,0,0,0,0.0,-1.0,M,Possess Cannabis/20 Grams Or Less,1,0,Possess Cannabis/20 Grams Or Less,0,Medium,1
Female,Greater than 45,Caucasian,0,0,0,10.0,-1.0,F,Throw Missile Into Pub/Priv Dw,1,0,Aggrav Stalking After Injunctn,10,Medium,1
Male,25 - 45,African-American,0,0,0,5.0,-1.0,F,Strong Armed  Robbery,1,0,Susp Drivers Lic 1st Offense,5,Medium,1
Male,Less than 25,African-American,0,0,0,0.0,-1.0,F,Crim Attempt/Solic/Consp,0,0,,0,Low,0
Female,25 - 45,African-American,0,0,0,5.0,-1.0,F,Possession Burglary Tools,1,0,Driving While License Revoked,5,Medium,1
Female,25 - 45,Other,0,0,0,1.0,-10.0,F,Child Abuse,0,0,,1,Low,0
Male,Less than 25,African-American,0,0,0,0.0,-2.0,F,Lewd/Lasc Exhib Presence <16yr,0,0,,0,Medium,0
Male,Greater than 45,Caucasian,0,0,0,3.0,-4.0,M,Strong Armed  Robbery,0,0,,3,Low,0
Male,Less than 25,African-American,0,0,0,0.0,-1.0,F,Robbery Sudd Snatch No Weapon,0,0,,0,Low,0
Male,Less than 25,African-American,0,0,0,0.0,-1.0,F,Neglect Child / Bodily Harm,1,0,Operating W/O Valid License,0,High,1
Male,25 - 45,African-American,1,0,0,5.0,-1.0,F,Possession Of Buprenorphine,1,0,,5,Medium,1
Male,25 - 45,Other,0,0,0,0.0,-1.0,F,Grand Theft (Motor Vehicle),0,0,,0,Low,0
Female,Greater than 45,Caucasian,0,0,0,1.0,-26.0,M,Criminal Mischief Damage <$200,0,0,,1,Low,0
Male,Less than 25,African-American,0,0,0,0.0,0.0,F,Carrying A Concealed Weapon,1,0,Susp Drivers Lic 1st Offense,0,Low,1
Female,25 - 45,African-American,0,0,0,3.0,-1.0,M,Possession Of Alprazolam,0,0,,3,Low,0
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Pos Cannabis For Consideration,0,0,,0,High,0
Male,Greater than 45,Caucasian,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,Less than 25,African-American,0,1,1,1.0,-1.0,F,Solicit Deliver Cocaine,1,0,Petit Theft,1,High,1
Female,25 - 45,Caucasian,0,0,0,2.0,-1.0,F,Grand Theft Dwell Property,1,0,Unlaw Use False Name/Identity,2,High,1
Male,Less than 25,Caucasian,0,0,1,9.0,-22.50921067063976,M,Viol Injunct Domestic Violence,1,1,Burglary Structure Assault/Batt,9,High,1
Male,25 - 45,African-American,0,0,0,8.0,-1.0,F,Carrying A Concealed Weapon,0,0,,8,Low,0
Male,Greater than 45,Caucasian,0,0,0,0.0,-1.0,F,Child Abuse,0,0,,0,Low,0
Male,25 - 45,African-American,0,0,0,14.0,26.83919671971333,F,Trespass Private Property,1,0,Possession of Morphine,14,Medium,1
Male,Greater than 45,Caucasian,0,0,0,0.0,-1.0,F,Deliver Cocaine 1000FT Store,0,0,,0,Low,0
