,type,this_epoch,total_epochs,batch_num,loss
10,epoch,1,50,10,184081.33
21,epoch,2,50,10,38289.562
32,epoch,3,50,10,12299.243
43,epoch,4,50,10,5832.863
54,epoch,5,50,10,3922.0625
65,epoch,6,50,10,3026.242
76,epoch,7,50,10,2507.3315
87,epoch,8,50,10,2106.187
98,epoch,9,50,10,1780.7291
109,epoch,10,50,10,1526.6171
120,epoch,11,50,10,1339.9877
131,epoch,12,50,10,1207.4833
142,epoch,13,50,10,1112.4061
153,epoch,14,50,10,1038.9578
164,epoch,15,50,10,980.44824
175,epoch,16,50,10,931.7641
186,epoch,17,50,10,890.7241
197,epoch,18,50,10,855.31995
208,epoch,19,50,10,823.9741
219,epoch,20,50,10,795.9047
230,epoch,21,50,10,770.44464
241,epoch,22,50,10,747.36444
252,epoch,23,50,10,725.99084
263,epoch,24,50,10,706.0717
274,epoch,25,50,10,687.90625
285,epoch,26,50,10,671.1635
296,epoch,27,50,10,655.611
307,epoch,28,50,10,641.26373
318,epoch,29,50,10,627.93353
329,epoch,30,50,10,615.6069
340,epoch,31,50,10,604.0365
351,epoch,32,50,10,593.3695
362,epoch,33,50,10,583.09235
373,epoch,34,50,10,573.2252
384,epoch,35,50,10,563.23846
395,epoch,36,50,10,553.9179
406,epoch,37,50,10,545.1944
417,epoch,38,50,10,536.89594
428,epoch,39,50,10,529.1765
439,epoch,40,50,10,521.9011
450,epoch,41,50,10,514.92914
461,epoch,42,50,10,508.4148
472,epoch,43,50,10,502.2369
483,epoch,44,50,10,496.23218
494,epoch,45,50,10,490.38522
505,epoch,46,50,10,484.5488
516,epoch,47,50,10,478.81964
527,epoch,48,50,10,473.35156
538,epoch,49,50,10,468.28378
549,epoch,50,50,10,463.6586
