43, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,72, Dominican-Republic, >50K
49, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,40, Iran, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,45, England, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,15, El-Salvador, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
26, Private, 11th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,15, El-Salvador, <=50K
67, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,20, Ecuador, <=50K
33, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
58, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
34, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
55, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,35, Scotland, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
31, Private, Some-college, Never-married, Other-service, Husband, Other, Female,0,0,40, Canada, <=50K
20, Self-emp-inc, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Cuba, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,25, Philippines, <=50K
27, Private, Doctorate, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,45, Vietnam, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Columbia, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Yugoslavia, >50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
52, Private, Bachelors, Widowed, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
58, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, Jamaica, <=50K
40, Self-emp-inc, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
22, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,35, China, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
59, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,48, Dominican-Republic, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,42, Germany, <=50K
29, Private, HS-grad, Widowed, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,16, Canada, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
59, State-gov, Some-college, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,35, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, Thailand, <=50K
28, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Puerto-Rico, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,60, El-Salvador, >50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Guatemala, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,45, Dominican-Republic, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Nicaragua, >50K
74, Federal-gov, 7th-8th, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,15, Japan, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,54, Japan, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
40, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Other, Male,0,0,60, Poland, >50K
58, Federal-gov, 7th-8th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,30, England, <=50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, Black, Female,0,1902,40, Honduras, <=50K
51, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
27, Private, Assoc-voc, Widowed, Other-service, Wife, Black, Male,0,0,40, Jamaica, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cuba, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,13991,0,50, Ecuador, <=50K
38, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,54, India, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
29, Self-emp-inc, 10th, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,54, Jamaica, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Jamaica, >50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, South, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
26, Private, 11th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, Ecuador, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,38, Canada, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,35, Yugoslavia, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Taiwan, >50K
33, Private, Masters, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, Philippines, <=50K
21, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Guatemala, >50K
31, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
45, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,20, Jamaica, <=50K
51, Self-emp-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,60, Iran, >50K
38, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, France, <=50K
19, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,20, France, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,14083,0,40, Italy, >50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,25, Japan, <=50K
24, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,25, Columbia, <=50K
22, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,4613,0,45, Japan, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Wife, Other, Female,0,0,35, Ecuador, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, South, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
31, Private, Bachelors, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
26, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,80, South, >50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
27, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
