Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.77,0.73,0.4,0.06
verw,0.91,0.81,0.52,0.04
sparkont,1.0,1.0,1.0,0.88
beszeit,0.95,0.93,0.78,0.18
rate,0.93,0.93,0.76,0.32
famges,1.0,1.0,0.99,0.84
buerge,0.24,0.31,0.1,0.02
wohnzeit,0.94,0.93,0.8,0.36
verm,1.0,1.0,0.99,0.81
weitkred,0.47,0.49,0.23,0.02
wohn,1.0,1.0,0.99,0.82
bishkred,0.66,0.58,0.33,0.01
beruf,0.73,0.71,0.4,0.03
pers,0.55,0.65,0.38,0.2
telef,0.94,0.95,0.88,0.6
gastarb,0.99,1.0,0.99,0.86
kredit,0.81,0.86,0.68,0.39
