Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.81
moral,0.78,0.75,0.42,0.07
verw,0.9,0.78,0.47,0.0
sparkont,1.0,1.0,1.0,0.84
beszeit,0.95,0.93,0.78,0.18
rate,0.89,0.9,0.68,0.28
famges,1.0,1.0,0.98,0.72
buerge,0.32,0.4,0.13,0.06
wohnzeit,0.93,0.92,0.76,0.29
verm,1.0,1.0,0.99,0.82
weitkred,0.48,0.51,0.23,0.03
wohn,1.0,1.0,0.99,0.82
bishkred,0.64,0.57,0.31,0.01
beruf,0.7,0.68,0.37,0.02
pers,0.51,0.61,0.35,0.18
telef,0.94,0.96,0.89,0.61
gastarb,0.99,0.99,0.98,0.81
kredit,0.84,0.88,0.73,0.43
