28, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
45, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,45, Iran, >50K
22, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, England, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
58, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
22, Private, 12th, Never-married, Prof-specialty, Husband, Black, Female,3635,0,40, El-Salvador, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,38, Ecuador, <=50K
61, Self-emp-inc, Assoc-voc, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,54, Yugoslavia, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,35, Dominican-Republic, <=50K
44, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
24, Private, 12th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Scotland, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,29, Ireland, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
39, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,37, Canada, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Poland, <=50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Black, Female,0,0,38, Vietnam, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Yugoslavia, >50K
20, Private, 9th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
44, Private, Bachelors, Separated, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
24, Private, Masters, Never-married, Other-service, Own-child, Black, Female,0,0,10, Jamaica, <=50K
31, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
