laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
4 36 4 9 2601 4 3 4 3 1 2 3 27 3 2 2 3 2 1 2 1
2 18 1 3 1851 3 3 2 2 1 2 3 24 3 2 2 3 2 2 2 0
4 15 4 2 1361 3 3 4 1 1 2 2 30 3 2 2 3 1 1 2 1
4 15 1 4 1255 5 4 4 3 1 3 2 35 3 2 1 3 2 2 2 1
2 15 4 9 1298 1 5 4 4 1 4 2 37 3 1 3 2 2 1 1 1
1 12 2 2 3614 1 3 2 4 1 2 1 28 3 2 1 3 1 1 1 1
4 48 0 3 3960 5 5 4 3 1 1 2 40 3 3 1 3 2 2 2 1
2 12 2 2 1470 5 2 4 1 1 1 2 32 1 2 1 4 2 2 2 1
1 24 2 2 3654 1 5 2 2 1 4 3 28 2 1 1 3 2 1 2 1
1 12 2 2 1203 4 3 4 2 1 4 4 23 3 3 1 3 2 2 2 1
1 36 2 3 4277 3 5 2 3 1 2 1 30 3 2 1 3 2 1 2 1
1 12 2 9 1841 1 4 4 2 2 4 2 28 3 2 1 3 2 2 2 1
1 38 2 2 7767 1 4 2 3 1 4 4 43 3 3 1 3 2 1 2 1
4 30 4 3 6409 5 4 2 4 1 3 4 35 3 2 2 2 2 1 2 1
1 36 2 2 3343 1 5 2 1 1 2 2 40 3 2 1 3 1 2 1 0
1 12 2 2 659 1 3 4 2 1 4 4 24 1 1 1 3 2 1 2 1
4 24 4 0 4027 5 4 4 3 1 4 2 42 3 1 2 3 2 2 2 1
4 15 4 1 5125 5 5 4 1 1 4 3 57 3 2 2 4 2 2 2 1
3 9 4 0 762 3 5 4 2 1 4 4 61 3 3 2 3 2 2 2 0
2 48 4 9 10564 4 4 1 3 1 4 3 26 1 2 1 3 2 2 2 0
1 36 4 2 5758 1 1 4 3 1 3 4 27 1 2 1 4 2 2 2 0
1 18 2 0 7594 3 5 3 3 1 4 4 50 3 1 3 3 1 2 2 0
2 18 4 3 3789 2 2 2 3 1 2 3 34 3 2 2 4 2 2 2 1
4 10 4 3 1132 3 5 1 3 1 1 1 57 3 2 1 2 2 1 2 1
2 48 2 3 3060 1 2 4 1 1 1 4 27 3 2 4 2 2 1 2 0
4 24 2 1 1380 5 3 2 4 1 2 2 30 3 2 1 3 1 2 2 1
2 24 3 9 4151 1 3 3 1 1 3 3 26 1 2 2 3 2 2 2 1
2 15 3 3 1473 1 4 4 4 1 3 1 32 3 2 2 3 2 1 2 1
2 36 2 3 4020 1 2 4 3 2 1 3 28 1 2 1 2 2 1 2 1
4 6 4 3 1878 4 3 1 3 1 2 1 33 2 2 1 2 1 1 2 1
4 24 4 0 1997 3 3 4 2 1 4 2 40 3 1 2 3 2 2 2 0
3 24 4 2 1963 5 5 4 2 1 4 2 36 3 2 1 3 2 2 2 1
2 12 3 3 998 2 5 3 2 1 4 3 38 3 1 1 2 2 1 2 1
2 36 4 0 2839 4 4 4 3 1 4 4 30 3 3 1 2 2 1 2 1
1 24 2 0 1532 1 4 2 3 1 3 4 24 3 3 2 3 2 1 2 0
1 12 1 0 936 4 5 4 2 1 2 3 28 3 2 2 3 2 1 2 0
1 24 2 2 7819 1 2 2 2 1 1 3 29 3 2 1 3 2 2 2 1
2 48 3 3 6194 1 5 4 2 1 4 4 49 3 3 1 4 2 1 2 0
3 18 2 0 2247 2 4 4 3 1 4 2 29 3 2 1 4 2 2 1 1
2 15 2 1 1870 2 5 2 4 1 4 4 39 3 2 1 4 2 2 2 1
3 18 3 0 2605 5 4 1 3 1 1 2 40 3 2 1 2 1 1 2 1
3 15 2 0 3181 2 4 3 2 1 3 2 20 3 1 1 3 2 1 2 1
1 12 0 0 1123 1 4 4 4 1 3 3 27 3 1 2 3 2 1 2 0
2 24 4 3 4914 1 5 1 3 1 4 1 46 1 1 3 3 2 2 2 1
3 24 2 0 2710 2 3 3 4 1 4 4 20 3 1 1 3 2 1 2 0
2 6 2 3 900 2 2 3 2 1 2 1 26 3 2 1 3 2 2 2 1
1 10 4 0 4156 1 3 1 3 1 2 1 39 2 2 2 2 1 1 2 1
4 36 4 3 2367 1 5 4 2 3 4 1 35 1 1 1 2 2 1 2 1
4 36 1 1 9040 2 1 2 1 1 4 4 34 3 3 1 4 1 1 2 1
2 6 2 3 2334 1 2 1 2 1 1 2 44 3 2 1 3 2 1 2 1
2 48 3 0 7176 3 4 3 3 1 3 4 31 1 2 2 3 1 1 2 1
1 36 2 3 3847 1 3 2 3 1 1 3 23 3 2 1 3 2 2 2 1
1 18 4 0 1888 1 3 4 4 1 4 4 24 3 1 2 3 2 1 2 0
2 30 4 2 4469 1 3 1 2 1 4 1 23 3 1 2 3 2 1 2 0
3 24 2 1 2750 4 1 4 3 1 4 4 35 3 3 1 4 1 2 2 1
3 12 2 2 1578 3 3 4 3 1 2 2 48 3 2 1 2 2 1 2 1
1 10 4 0 3908 4 3 2 3 1 2 1 35 3 3 2 3 1 1 2 1
4 6 2 3 1343 3 5 2 3 1 4 4 41 3 3 1 3 1 1 2 1
3 6 4 3 1219 5 3 4 2 1 1 2 27 3 2 2 3 2 1 2 1
3 36 2 6 1975 4 5 4 3 1 4 4 39 1 2 1 4 1 2 2 0
1 24 2 0 2223 3 2 4 2 1 1 2 52 3 2 1 3 2 1 2 1
3 36 2 3 2250 4 5 4 2 1 4 3 38 3 2 1 3 2 1 2 1
3 30 2 2 3877 1 2 1 2 1 1 2 22 3 2 1 2 2 1 2 1
4 20 4 2 1591 4 4 4 3 1 3 1 33 1 3 2 4 2 1 2 1
4 18 2 3 1413 1 2 3 2 1 4 2 38 3 2 1 3 2 2 2 1
4 24 2 0 1552 5 4 4 4 1 3 3 33 2 2 1 3 2 2 2 1
