value,frequency,column
Male,0.7992301458670988,sex
Female,0.20076985413290113,sex
25 - 45,0.5619935170178282,age_cat
Less than 25,0.2252836304700162,age_cat
Greater than 45,0.21272285251215559,age_cat
African-American,0.21819286871961102,race
Caucasian,0.20401134521880065,race
Hispanic,0.17321717990275526,race
Other,0.1612641815235008,race
Asian,0.1559967585089141,race
Native American,0.08731766612641816,race
F,0.6381685575364667,c_charge_degree
M,0.3618314424635332,c_charge_degree
0,0.5135737439222042,is_recid
1,0.48642625607779577,is_recid
Low,0.5376823338735819,score_text
Medium,0.2647893030794165,score_text
High,0.1975283630470016,score_text
0,0.543354943273906,two_year_recid
1,0.456645056726094,two_year_recid
