Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.74
moral,0.81,0.77,0.46,0.07
verw,0.89,0.78,0.46,0.01
sparkont,0.98,0.98,0.93,0.53
beszeit,0.95,0.93,0.78,0.2
rate,0.87,0.88,0.63,0.24
famges,0.98,0.98,0.94,0.59
buerge,0.26,0.34,0.11,0.04
wohnzeit,0.92,0.91,0.73,0.31
verm,1.0,1.0,1.0,0.85
weitkred,0.51,0.56,0.26,0.05
wohn,0.98,0.99,0.96,0.65
bishkred,0.67,0.59,0.33,0.01
beruf,0.71,0.69,0.38,0.02
pers,0.48,0.58,0.32,0.16
telef,0.93,0.95,0.87,0.59
gastarb,0.96,0.97,0.93,0.68
kredit,0.84,0.88,0.72,0.43
