Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.78,0.19
moral,0.79,0.76,0.43,0.08
verw,0.9,0.78,0.47,0.01
sparkont,0.76,0.75,0.38,0.1
beszeit,0.95,0.93,0.8,0.17
rate,0.92,0.92,0.75,0.33
famges,0.77,0.74,0.45,0.08
buerge,0.34,0.42,0.15,0.07
wohnzeit,0.93,0.92,0.76,0.29
verm,0.98,0.98,0.92,0.49
weitkred,0.5,0.55,0.25,0.05
wohn,0.73,0.77,0.48,0.18
bishkred,0.67,0.6,0.33,0.04
beruf,0.7,0.68,0.37,0.02
pers,0.59,0.68,0.42,0.22
telef,0.97,0.98,0.94,0.71
gastarb,0.21,0.31,0.12,0.06
kredit,0.9,0.92,0.81,0.52
