Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.91,0.89,0.72,0.16
moral,0.78,0.74,0.41,0.05
verw,0.89,0.77,0.45,0.0
sparkont,0.74,0.74,0.37,0.08
beszeit,0.95,0.93,0.79,0.18
rate,0.9,0.9,0.69,0.28
famges,0.79,0.77,0.48,0.13
buerge,0.28,0.35,0.11,0.03
wohnzeit,0.93,0.93,0.78,0.3
verm,0.99,0.98,0.95,0.57
weitkred,0.47,0.51,0.23,0.03
wohn,0.72,0.76,0.46,0.17
bishkred,0.66,0.58,0.33,0.01
beruf,0.71,0.68,0.38,0.01
pers,0.54,0.64,0.37,0.19
telef,0.96,0.97,0.93,0.67
gastarb,0.26,0.37,0.15,0.08
kredit,0.83,0.88,0.72,0.42
