47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
49, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,60, Iran, >50K
66, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,30, England, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,35, El-Salvador, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
30, Private, 1st-4th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,40, Ecuador, <=50K
36, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
56, Private, HS-grad, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
38, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
22, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Female,7687,0,54, Scotland, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Ireland, <=50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Nicaragua, >50K
31, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Female,0,0,50, Canada, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Cuba, <=50K
18, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Poland, <=50K
39, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Yugoslavia, >50K
24, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,65, Jamaica, >50K
46, Private, Bachelors, Widowed, Craft-repair, Husband, Black, Male,0,0,3, Yugoslavia, <=50K
31, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
