Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.82
moral,0.79,0.75,0.43,0.09
verw,0.9,0.78,0.47,0.01
sparkont,1.0,1.0,0.99,0.83
beszeit,0.93,0.91,0.73,0.16
rate,0.94,0.94,0.79,0.35
famges,1.0,1.0,0.99,0.76
buerge,0.27,0.34,0.11,0.03
wohnzeit,0.92,0.91,0.73,0.3
verm,1.0,1.0,0.99,0.85
weitkred,0.45,0.49,0.21,0.03
wohn,1.0,1.0,0.99,0.8
bishkred,0.66,0.57,0.33,0.01
beruf,0.76,0.73,0.44,0.03
pers,0.51,0.61,0.34,0.18
telef,0.93,0.95,0.87,0.59
gastarb,0.99,0.99,0.98,0.81
kredit,0.82,0.86,0.69,0.4
