value,frequency,column
Male,0.7508103727714749,sex
Female,0.2491896272285251,sex
25 - 45,0.5686790923824959,age_cat
Less than 25,0.21616693679092383,age_cat
Greater than 45,0.21515397082658022,age_cat
African-American,0.5103322528363047,race
Caucasian,0.348257698541329,race
Hispanic,0.08205024311183144,race
Other,0.055915721231766614,race
Native American,0.0030388978930307943,race
Asian,0.0004051863857374392,race
F,0.6485008103727715,c_charge_degree
M,0.35149918962722854,c_charge_degree
0,0.5119529983792545,is_recid
1,0.48804700162074555,is_recid
Low,0.543354943273906,score_text
Medium,0.26904376012965964,score_text
High,0.18760129659643435,score_text
0,0.5388978930307942,two_year_recid
1,0.46110210696920584,two_year_recid
