Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.76
moral,0.78,0.73,0.42,0.07
verw,0.9,0.79,0.47,0.01
sparkont,0.98,0.98,0.92,0.53
beszeit,0.94,0.92,0.75,0.16
rate,0.9,0.9,0.7,0.3
famges,0.98,0.98,0.93,0.55
buerge,0.26,0.34,0.11,0.04
wohnzeit,0.93,0.92,0.77,0.3
verm,1.0,1.0,1.0,0.87
weitkred,0.48,0.51,0.23,0.03
wohn,0.98,0.98,0.95,0.64
bishkred,0.65,0.58,0.32,0.01
beruf,0.72,0.7,0.39,0.03
pers,0.53,0.63,0.36,0.19
telef,0.97,0.98,0.95,0.72
gastarb,0.96,0.97,0.93,0.68
kredit,0.8,0.85,0.66,0.38
