Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.77,0.19
moral,0.82,0.78,0.47,0.08
verw,0.9,0.78,0.49,0.02
sparkont,0.75,0.75,0.38,0.09
beszeit,0.96,0.95,0.84,0.24
rate,0.91,0.91,0.72,0.3
famges,0.82,0.8,0.53,0.13
buerge,0.28,0.37,0.12,0.05
wohnzeit,0.93,0.93,0.77,0.33
verm,0.98,0.98,0.93,0.53
weitkred,0.51,0.56,0.25,0.07
wohn,0.75,0.78,0.5,0.2
bishkred,0.68,0.62,0.35,0.02
beruf,0.75,0.73,0.42,0.04
pers,0.61,0.69,0.43,0.23
telef,0.97,0.98,0.93,0.69
gastarb,0.35,0.46,0.21,0.11
kredit,0.82,0.87,0.7,0.41
