Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.84
moral,0.81,0.77,0.46,0.1
verw,0.89,0.77,0.46,0.0
sparkont,1.0,1.0,0.99,0.81
beszeit,0.95,0.94,0.81,0.2
rate,0.91,0.91,0.73,0.27
famges,1.0,1.0,0.99,0.75
buerge,0.32,0.4,0.14,0.05
wohnzeit,0.94,0.93,0.79,0.32
verm,1.0,1.0,0.99,0.82
weitkred,0.52,0.58,0.27,0.08
wohn,1.0,1.0,1.0,0.87
bishkred,0.67,0.59,0.33,0.03
beruf,0.71,0.69,0.38,0.02
pers,0.58,0.67,0.41,0.21
telef,0.96,0.97,0.92,0.67
gastarb,1.0,1.0,0.99,0.88
kredit,0.87,0.9,0.77,0.47
