Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.77,0.18
moral,0.82,0.79,0.48,0.1
verw,0.9,0.78,0.49,0.01
sparkont,0.75,0.74,0.37,0.08
beszeit,0.95,0.93,0.79,0.21
rate,0.9,0.9,0.68,0.29
famges,0.8,0.77,0.5,0.09
buerge,0.32,0.41,0.14,0.06
wohnzeit,0.93,0.93,0.78,0.31
verm,0.98,0.97,0.91,0.46
weitkred,0.53,0.59,0.27,0.08
wohn,0.71,0.75,0.45,0.16
bishkred,0.68,0.61,0.34,0.03
beruf,0.71,0.71,0.38,0.04
pers,0.61,0.7,0.44,0.23
telef,0.98,0.98,0.95,0.74
gastarb,0.24,0.34,0.14,0.07
kredit,0.85,0.89,0.74,0.45
