value,frequency,column
4,0.275,laufkont
3,0.25,laufkont
2,0.245,laufkont
1,0.23,laufkont
2,0.52875,moral
4,0.2775,moral
3,0.0925,moral
1,0.06875,moral
0,0.0325,moral
3,0.27,verw
0,0.235,verw
2,0.17875,verw
1,0.13375,verw
9,0.115,verw
6,0.035,verw
4,0.0125,verw
10,0.01,verw
5,0.00875,verw
8,0.00125,verw
1,0.215,sparkont
2,0.2075,sparkont
5,0.1975,sparkont
4,0.19125,sparkont
3,0.18875,sparkont
3,0.32625,beszeit
5,0.2475,beszeit
4,0.19,beszeit
2,0.165,beszeit
1,0.07125,beszeit
4,0.46625,rate
2,0.2275,rate
3,0.1675,rate
1,0.13875,rate
2,0.26125,famges
3,0.25625,famges
1,0.25,famges
4,0.2325,famges
1,0.8925,buerge
3,0.0575,buerge
2,0.05,buerge
4,0.40125,wohnzeit
2,0.2925,wohnzeit
1,0.15875,wohnzeit
3,0.1475,wohnzeit
4,0.28875,verm
3,0.24875,verm
1,0.24,verm
2,0.2225,verm
3,0.79875,weitkred
1,0.15125,weitkred
2,0.05,weitkred
1,0.36,wohn
2,0.3275,wohn
3,0.3125,wohn
1,0.61375,bishkred
2,0.34,bishkred
3,0.025,bishkred
4,0.02125,bishkred
3,0.615,beruf
2,0.2025,beruf
4,0.17875,beruf
1,0.00375,beruf
2,0.81,pers
1,0.19,pers
1,0.59,telef
2,0.41,telef
2,0.525,gastarb
1,0.475,gastarb
1,0.66875,kredit
0,0.33125,kredit
