value,frequency,column
4,0.38125,laufkont
1,0.2825,laufkont
2,0.26625,laufkont
3,0.07,laufkont
2,0.52375,moral
4,0.29375,moral
3,0.09125,moral
1,0.0475,moral
0,0.04375,moral
3,0.27125,verw
0,0.2375,verw
2,0.18625,verw
1,0.105,verw
9,0.0975,verw
6,0.04375,verw
5,0.025,verw
4,0.0125,verw
8,0.01125,verw
10,0.01,verw
1,0.60375,sparkont
5,0.175,sparkont
2,0.105,sparkont
3,0.06625,sparkont
4,0.05,sparkont
3,0.33125,beszeit
5,0.26375,beszeit
2,0.17375,beszeit
4,0.16875,beszeit
1,0.0625,beszeit
4,0.47625,rate
2,0.21875,rate
3,0.15875,rate
1,0.14625,rate
3,0.545,famges
2,0.3225,famges
4,0.0825,famges
1,0.05,famges
1,0.915,buerge
3,0.04375,buerge
2,0.04125,buerge
4,0.4275,wohnzeit
2,0.30375,wohnzeit
3,0.1375,wohnzeit
1,0.13125,wohnzeit
3,0.33875,verm
1,0.27125,verm
2,0.23125,verm
4,0.15875,verm
3,0.8225,weitkred
1,0.12625,weitkred
2,0.05125,weitkred
2,0.70875,wohn
1,0.1825,wohn
3,0.10875,wohn
1,0.625,bishkred
2,0.34125,bishkred
3,0.0275,bishkred
4,0.00625,bishkred
3,0.635,beruf
2,0.1875,beruf
4,0.155,beruf
1,0.0225,beruf
2,0.84875,pers
1,0.15125,pers
1,0.605,telef
2,0.395,telef
2,0.96625,gastarb
1,0.03375,gastarb
1,0.69375,kredit
0,0.30625,kredit
