Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.94,0.84,0.29
moral,0.79,0.75,0.42,0.08
verw,0.89,0.78,0.46,0.02
sparkont,0.79,0.78,0.42,0.11
beszeit,0.96,0.94,0.81,0.24
rate,0.93,0.93,0.77,0.33
famges,0.81,0.79,0.51,0.13
buerge,0.3,0.38,0.13,0.05
wohnzeit,0.92,0.91,0.74,0.31
verm,0.98,0.98,0.92,0.49
weitkred,0.48,0.54,0.23,0.07
wohn,0.72,0.75,0.46,0.15
bishkred,0.67,0.6,0.34,0.03
beruf,0.73,0.69,0.4,0.01
pers,0.6,0.69,0.43,0.23
telef,0.97,0.98,0.94,0.69
gastarb,0.18,0.27,0.1,0.05
kredit,0.86,0.9,0.76,0.46
