laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
3 48 2 9 4793 4 1 3 3 1 2 3 33 3 2 1 4 2 2 2 0
3 12 2 2 2928 5 2 1 2 1 1 1 34 3 3 1 3 2 1 2 1
4 24 3 0 1337 3 5 4 1 1 2 3 43 3 1 2 3 1 1 2 0
2 24 2 3 1391 5 4 4 2 1 1 1 28 3 3 1 3 2 1 1 1
2 12 2 6 729 1 2 4 4 1 3 3 33 3 1 1 2 2 1 1 0
2 18 1 2 1554 2 3 4 4 1 3 2 44 3 2 1 3 2 1 1 0
2 12 1 3 1502 4 4 4 3 1 1 1 34 3 3 1 3 2 1 2 1
3 12 2 3 857 5 3 4 1 1 1 2 21 3 1 1 3 2 1 2 1
2 60 2 0 13986 2 5 4 2 1 2 4 27 1 1 1 4 2 2 2 0
2 12 4 0 1502 3 5 4 4 1 4 4 38 1 3 2 2 1 1 1 1
1 47 2 3 3016 4 3 4 2 1 4 1 21 3 3 1 3 2 1 2 0
3 36 4 9 5760 2 5 2 3 2 2 3 35 3 1 2 3 1 2 2 1
4 18 2 0 1983 2 4 3 2 1 2 3 23 3 3 1 2 2 2 1 1
2 12 2 0 820 4 4 2 4 1 4 4 23 3 1 1 2 2 1 2 1
2 18 2 1 13088 3 5 2 1 1 4 2 38 3 1 1 4 2 2 1 0
3 24 2 3 2248 3 2 4 4 1 1 4 54 1 1 1 3 2 1 1 1
4 12 4 3 1927 5 3 3 2 1 2 1 26 3 1 2 3 2 1 2 1
4 24 2 2 2833 3 4 4 1 1 4 4 26 3 2 1 3 2 1 2 1
3 18 2 9 2563 3 3 4 1 1 4 2 65 3 3 2 3 2 1 2 0
4 18 4 3 2359 3 3 2 3 1 4 2 26 3 2 2 3 2 1 1 1
1 36 2 2 8974 1 1 4 2 1 1 4 29 2 2 1 4 2 2 2 0
4 12 2 0 902 2 5 4 3 1 4 2 41 1 1 1 2 1 1 1 0
2 15 1 3 3534 2 5 4 4 1 2 4 54 1 2 1 4 2 2 1 1
2 15 4 0 1154 3 4 1 3 1 2 1 67 3 1 2 3 2 1 1 1
3 12 4 3 3494 1 2 1 1 1 1 4 23 3 2 4 2 2 1 2 1
2 18 2 3 1258 5 3 4 4 1 4 3 61 3 1 1 3 2 1 1 1
1 21 2 9 2467 1 5 4 1 1 4 3 46 3 3 1 4 2 2 2 1
2 12 0 5 1117 1 4 4 4 1 3 2 28 3 3 2 3 2 1 1 1
2 18 4 2 1052 1 2 4 4 1 4 3 21 3 2 1 3 2 1 2 1
1 12 2 3 2096 5 2 2 3 3 3 2 23 3 2 1 2 2 1 1 1
4 48 3 0 7492 3 1 2 3 1 4 1 31 3 2 1 4 2 2 2 1
1 24 4 0 2031 5 3 4 2 1 4 1 37 3 1 1 3 2 2 1 1
2 38 2 3 2500 2 3 4 2 1 4 3 24 3 1 1 3 2 2 2 1
4 30 4 9 4160 4 3 2 4 1 2 4 26 3 2 2 2 2 1 2 1
2 18 3 2 1960 3 3 4 3 1 2 4 47 3 3 2 3 2 1 2 0
1 18 0 2 1934 4 2 2 1 1 1 4 31 3 3 2 3 2 1 1 0
2 21 4 9 2759 1 5 3 3 1 2 3 32 3 3 2 3 2 2 2 1
1 4 4 0 1494 1 4 2 2 1 1 1 42 3 1 3 3 1 1 1 1
3 24 4 3 2978 1 5 4 2 1 4 1 63 3 2 2 3 2 2 1 1
2 19 4 2 4152 2 2 1 4 1 4 4 24 3 3 2 3 2 1 1 1
4 12 3 9 6248 5 3 1 4 1 1 3 28 3 1 2 3 1 1 2 1
1 12 2 3 803 1 5 4 3 1 4 1 38 3 3 1 3 2 1 2 1
1 12 2 2 1282 1 3 2 4 1 4 3 20 3 1 1 3 2 1 2 0
1 15 3 9 1475 1 3 4 2 1 3 1 33 1 1 2 3 2 1 2 1
4 24 2 0 1797 3 5 4 4 1 4 3 58 3 2 1 3 1 1 2 0
1 36 2 0 15871 3 1 2 1 1 3 1 43 3 2 1 4 2 2 2 1
2 24 2 2 3006 1 5 2 1 1 4 2 52 3 2 1 3 2 1 2 1
4 48 4 6 7664 1 5 4 2 3 2 1 46 1 1 2 2 2 2 2 1
2 18 2 1 7425 1 5 1 1 1 4 4 50 3 3 1 4 1 2 2 0
1 30 2 3 2611 2 5 4 2 3 2 4 40 3 1 1 3 1 1 2 1
1 30 0 0 4273 2 3 4 3 1 4 3 26 2 2 2 3 2 1 2 0
1 24 2 3 1201 1 2 4 2 1 1 4 26 3 3 1 3 2 1 1 1
3 36 4 9 1946 2 2 4 4 1 4 4 61 1 1 1 4 2 2 2 0
4 24 2 1 6313 2 5 2 3 1 4 1 41 3 1 1 4 1 2 2 1
3 12 4 3 2322 3 5 3 4 1 4 3 49 3 1 1 3 2 2 1 1
2 6 1 0 1215 2 5 4 3 1 2 4 35 3 2 1 2 2 1 2 1
1 36 2 2 2388 4 2 4 3 1 1 2 33 2 3 1 2 2 1 2 0
4 24 4 2 4826 3 3 3 4 1 4 4 52 3 3 2 3 1 1 2 0
1 24 4 3 1766 4 5 4 2 1 1 3 48 3 2 2 2 2 1 2 1
4 8 2 2 1246 4 3 3 3 1 4 4 24 3 2 1 3 2 1 2 0
1 12 0 3 700 1 3 4 2 1 2 2 32 3 2 2 3 2 1 2 1
1 12 4 9 1409 3 3 4 2 1 2 4 29 3 2 2 4 2 2 2 1
4 12 4 6 2066 2 4 2 2 1 3 2 49 3 1 1 2 1 1 1 1
4 24 2 2 3075 3 3 2 4 1 2 1 24 2 3 1 3 2 1 1 1
3 10 2 3 2920 1 3 1 1 1 2 2 32 3 3 1 3 1 1 1 1
3 9 2 0 3594 5 3 1 4 3 2 1 26 3 3 1 3 1 1 2 1
4 15 2 1 3751 1 4 1 1 1 4 2 23 3 3 1 3 2 2 1 1
1 18 2 2 3972 1 3 2 4 1 3 2 42 3 1 1 3 2 1 1 0
4 12 2 1 2240 3 3 4 3 1 4 3 37 3 1 1 3 2 2 1 1
1 24 4 10 11554 2 3 2 1 1 3 2 39 3 2 2 3 1 2 1 0
4 10 2 9 3000 4 5 2 3 1 4 2 31 3 2 1 3 2 1 2 1
3 21 2 6 5240 5 3 2 1 3 3 3 26 3 2 1 3 2 1 1 1
1 36 2 0 1850 1 1 4 2 1 4 2 34 3 1 1 3 2 2 1 0
1 21 4 0 2382 2 3 2 4 2 4 4 47 3 2 2 2 2 1 1 1
4 21 2 0 2863 5 5 1 2 1 1 2 28 1 1 1 4 2 2 1 1
1 12 1 2 605 1 2 4 3 1 3 4 26 1 1 1 2 2 1 2 0
3 12 4 3 1282 4 3 2 3 1 2 2 35 3 2 2 3 2 1 1 1
3 18 2 2 2603 2 3 3 3 1 4 2 42 3 3 1 3 2 2 1 1
3 12 2 2 2458 3 4 1 2 1 4 2 26 3 1 1 3 2 2 1 1
1 36 3 9 7679 2 1 3 1 1 4 4 40 3 2 3 3 2 2 2 1
1 24 4 3 2785 3 4 4 2 1 3 1 34 2 3 2 3 1 2 2 1
3 9 4 3 1163 3 5 1 2 1 4 2 37 3 2 1 2 2 1 1 1
3 18 2 0 2978 5 4 2 2 1 4 2 40 3 2 1 3 2 1 1 1
1 24 4 1 6303 1 5 4 2 2 2 3 27 1 2 3 4 2 2 1 1
3 30 3 9 1884 1 2 4 2 1 3 1 30 1 1 2 2 2 1 2 0
1 9 4 6 1259 1 5 4 1 1 4 4 41 3 2 1 2 2 1 1 1
2 6 4 0 1371 2 5 1 3 1 4 1 40 3 2 1 2 2 1 2 1
1 12 2 0 1376 4 4 2 2 2 3 4 36 3 2 1 3 2 1 2 0
1 48 2 1 8424 5 4 2 2 1 1 4 24 3 1 1 3 2 1 2 1
3 18 4 5 1023 5 2 4 2 1 3 3 30 3 2 2 3 2 1 2 1
2 24 2 3 1532 1 2 4 3 1 1 2 38 3 1 1 3 2 2 2 1
1 6 4 0 1346 4 5 1 1 1 4 3 46 3 3 2 3 1 1 2 1
3 24 2 9 3083 3 2 4 4 1 1 2 27 3 3 1 3 2 1 2 0
4 30 2 1 4983 3 4 4 3 1 4 3 24 3 1 1 3 2 1 1 1
1 12 2 0 1309 2 1 4 2 1 4 3 54 3 2 1 2 2 2 2 1
3 12 2 3 1048 2 3 4 1 1 2 2 22 3 3 4 3 2 1 2 1
3 36 3 9 7399 1 5 3 4 1 2 1 37 1 2 1 3 2 1 1 1
1 24 4 1 3857 1 3 4 1 1 2 4 41 2 1 2 4 2 2 2 1
3 21 2 3 2610 1 5 4 1 1 3 1 28 3 3 1 3 2 2 2 0
4 15 4 2 1448 1 3 4 3 1 3 4 25 3 2 2 3 2 1 1 1
2 21 1 3 1557 3 5 4 1 1 4 2 36 3 3 1 2 2 1 1 1
4 36 3 9 8022 3 4 4 1 1 4 4 27 1 3 1 3 2 1 2 0
4 30 2 9 2329 3 2 4 1 1 2 2 30 1 2 1 2 2 2 2 1
1 12 2 3 1101 2 3 2 3 1 2 4 26 1 2 1 3 2 2 2 1
3 9 2 0 1221 3 3 3 4 1 2 4 30 3 2 2 3 1 1 2 1
1 24 3 2 4311 1 3 4 3 1 2 4 27 2 1 2 2 2 2 2 1
2 48 2 0 3858 3 4 4 3 1 4 3 46 3 2 1 3 1 1 2 0
4 18 3 9 2301 1 3 2 1 1 3 4 34 3 1 2 3 2 1 2 1
2 18 2 3 1932 4 4 4 4 1 1 2 34 1 2 2 3 2 2 1 1
3 24 2 0 1360 4 2 1 1 1 4 1 25 3 1 1 3 2 1 1 0
2 24 2 3 1371 2 5 4 4 1 2 2 47 1 2 1 3 2 2 1 1
3 6 4 0 1345 5 5 2 3 1 4 3 28 3 3 2 3 1 2 1 1
1 18 4 3 3634 1 5 3 3 1 4 3 37 3 1 3 4 2 2 2 1
4 12 4 6 1408 1 3 4 3 1 4 1 54 3 2 1 3 2 2 1 1
3 12 3 2 3487 2 3 4 3 1 3 2 35 3 1 1 2 1 1 2 1
1 71 2 3 5717 5 3 2 4 1 2 3 24 3 1 1 3 2 1 2 0
