Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.75
moral,0.79,0.76,0.43,0.1
verw,0.9,0.79,0.49,0.0
sparkont,1.0,1.0,0.99,0.75
beszeit,0.96,0.94,0.81,0.23
rate,0.92,0.92,0.74,0.3
famges,1.0,0.99,0.98,0.72
buerge,0.32,0.39,0.13,0.04
wohnzeit,0.93,0.93,0.78,0.32
verm,1.0,1.0,1.0,0.91
weitkred,0.52,0.58,0.26,0.07
wohn,1.0,1.0,0.99,0.82
bishkred,0.66,0.57,0.32,0.02
beruf,0.71,0.7,0.38,0.03
pers,0.62,0.7,0.44,0.23
telef,0.97,0.98,0.94,0.7
gastarb,0.99,0.99,0.98,0.82
kredit,0.87,0.9,0.77,0.47
