value,frequency,column
2,0.28125,laufkont
4,0.26875,laufkont
3,0.23875,laufkont
1,0.21125,laufkont
2,0.5175,moral
4,0.29125,moral
3,0.08875,moral
0,0.05125,moral
1,0.05125,moral
3,0.27375,verw
0,0.26625,verw
2,0.18125,verw
1,0.1125,verw
9,0.09875,verw
6,0.035,verw
4,0.02125,verw
10,0.01,verw
5,0.00125,verw
1,0.225,sparkont
2,0.20625,sparkont
5,0.20375,sparkont
3,0.19625,sparkont
4,0.16875,sparkont
3,0.3325,beszeit
5,0.23625,beszeit
2,0.17875,beszeit
4,0.1775,beszeit
1,0.075,beszeit
4,0.45875,rate
2,0.21375,rate
3,0.19,rate
1,0.1375,rate
3,0.29,famges
2,0.265,famges
1,0.235,famges
4,0.21,famges
1,0.88375,buerge
3,0.08375,buerge
2,0.0325,buerge
4,0.39875,wohnzeit
2,0.3125,wohnzeit
3,0.16125,wohnzeit
1,0.1275,wohnzeit
3,0.26375,verm
4,0.25875,verm
2,0.23875,verm
1,0.23875,verm
3,0.79375,weitkred
1,0.1475,weitkred
2,0.05875,weitkred
2,0.36375,wohn
1,0.33625,wohn
3,0.3,wohn
1,0.61875,bishkred
2,0.35125,bishkred
4,0.02,bishkred
3,0.01,bishkred
3,0.64,beruf
2,0.17375,beruf
4,0.1675,beruf
1,0.01875,beruf
2,0.81,pers
1,0.19,pers
1,0.5875,telef
2,0.4125,telef
2,0.54875,gastarb
1,0.45125,gastarb
1,0.68125,kredit
0,0.31875,kredit
