Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.96,0.62
moral,0.81,0.78,0.46,0.08
verw,0.89,0.77,0.46,0.0
sparkont,0.94,0.94,0.76,0.35
beszeit,0.94,0.93,0.77,0.22
rate,0.9,0.91,0.7,0.3
famges,0.95,0.95,0.83,0.41
buerge,0.33,0.41,0.14,0.05
wohnzeit,0.94,0.94,0.8,0.34
verm,0.99,0.99,0.98,0.74
weitkred,0.51,0.57,0.26,0.06
wohn,0.95,0.95,0.85,0.47
bishkred,0.65,0.58,0.32,0.03
beruf,0.76,0.73,0.44,0.03
pers,0.62,0.7,0.44,0.23
telef,0.95,0.96,0.91,0.64
gastarb,0.86,0.9,0.76,0.46
kredit,0.85,0.89,0.74,0.44
