Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.96,0.86,0.35
moral,0.76,0.71,0.39,0.07
verw,0.9,0.8,0.47,0.03
sparkont,0.86,0.86,0.55,0.19
beszeit,0.95,0.94,0.81,0.2
rate,0.91,0.91,0.71,0.33
famges,0.86,0.85,0.6,0.19
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.92,0.91,0.74,0.31
verm,0.98,0.98,0.94,0.61
weitkred,0.48,0.52,0.23,0.04
wohn,0.84,0.86,0.64,0.27
bishkred,0.65,0.56,0.31,0.01
beruf,0.71,0.69,0.38,0.02
pers,0.52,0.62,0.35,0.18
telef,0.96,0.97,0.92,0.66
gastarb,0.52,0.62,0.35,0.18
kredit,0.81,0.86,0.68,0.39
