39, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,32, Dominican-Republic, <=50K
50, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,40, Iran, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7298,0,40, England, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, El-Salvador, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
28, Private, 1st-4th, Never-married, Prof-specialty, Husband, Black, Female,0,0,45, El-Salvador, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
28, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,50, Dominican-Republic, <=50K
35, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,54, South, <=50K
28, Private, 5th-6th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, South, <=50K
25, Private, HS-grad, Married-spouse-absent, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
29, Private, Some-college, Never-married, Other-service, Husband, Other, Female,0,0,45, Canada, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,51, Dominican-Republic, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Poland, <=50K
46, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,45, Vietnam, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,37, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1775,50, Yugoslavia, >50K
40, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,2175,0,60, Jamaica, >50K
51, Private, Bachelors, Separated, Exec-managerial, Husband, Black, Male,0,0,45, Yugoslavia, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
25, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
