Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.75
moral,0.79,0.75,0.43,0.09
verw,0.9,0.8,0.51,0.01
sparkont,1.0,1.0,0.99,0.77
beszeit,0.93,0.91,0.74,0.12
rate,0.91,0.91,0.72,0.3
famges,1.0,1.0,0.98,0.72
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.93,0.93,0.77,0.34
verm,1.0,1.0,0.99,0.8
weitkred,0.54,0.58,0.28,0.05
wohn,1.0,1.0,0.99,0.86
bishkred,0.66,0.57,0.33,0.0
beruf,0.76,0.71,0.45,0.01
pers,0.61,0.7,0.44,0.23
telef,0.96,0.97,0.92,0.67
gastarb,1.0,1.0,0.99,0.89
kredit,0.85,0.89,0.74,0.44
