,type,this_epoch,total_epochs,batch_num,loss
48,epoch,1,50,48,49223.227
97,epoch,2,50,48,31411.652
146,epoch,3,50,48,20844.2
195,epoch,4,50,48,12838.218
244,epoch,5,50,48,7576.1167
293,epoch,6,50,48,4555.8237
342,epoch,7,50,48,2789.3132
391,epoch,8,50,48,1663.0708
440,epoch,9,50,48,1263.2043
489,epoch,10,50,48,1091.4847
538,epoch,11,50,48,830.86884
587,epoch,12,50,48,739.7269
636,epoch,13,50,48,626.9192
685,epoch,14,50,48,582.55554
734,epoch,15,50,48,560.39844
783,epoch,16,50,48,509.45273
832,epoch,17,50,48,709.82605
881,epoch,18,50,48,446.6526
930,epoch,19,50,48,428.40576
979,epoch,20,50,48,446.73663
1028,epoch,21,50,48,404.35388
1077,epoch,22,50,48,473.5683
1126,epoch,23,50,48,380.94333
1175,epoch,24,50,48,370.88312
1224,epoch,25,50,48,411.5648
1273,epoch,26,50,48,345.80048
1322,epoch,27,50,48,349.92633
1371,epoch,28,50,48,360.56116
1420,epoch,29,50,48,340.29492
1469,epoch,30,50,48,368.29257
1518,epoch,31,50,48,324.71313
1567,epoch,32,50,48,340.59708
1616,epoch,33,50,48,328.66272
1665,epoch,34,50,48,321.31647
1714,epoch,35,50,48,370.20847
1763,epoch,36,50,48,307.2698
1812,epoch,37,50,48,321.84702
1861,epoch,38,50,48,309.4558
1910,epoch,39,50,48,314.6551
1959,epoch,40,50,48,312.4519
2008,epoch,41,50,48,340.5641
2057,epoch,42,50,48,301.64035
2106,epoch,43,50,48,318.69604
2155,epoch,44,50,48,301.036
2204,epoch,45,50,48,302.05225
2253,epoch,46,50,48,307.03183
2302,epoch,47,50,48,333.76263
2351,epoch,48,50,48,294.04193
2400,epoch,49,50,48,308.69882
2449,epoch,50,50,48,273.62396
