Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.76
moral,0.81,0.77,0.46,0.09
verw,0.91,0.82,0.55,0.03
sparkont,1.0,1.0,0.99,0.83
beszeit,0.93,0.91,0.72,0.14
rate,0.93,0.93,0.76,0.3
famges,1.0,1.0,0.99,0.75
buerge,0.28,0.36,0.11,0.04
wohnzeit,0.94,0.93,0.79,0.31
verm,1.0,1.0,0.99,0.83
weitkred,0.5,0.56,0.25,0.06
wohn,1.0,1.0,0.99,0.85
bishkred,0.67,0.6,0.34,0.02
beruf,0.72,0.7,0.39,0.03
pers,0.59,0.68,0.42,0.22
telef,0.97,0.98,0.95,0.71
gastarb,1.0,1.0,0.99,0.87
kredit,0.87,0.9,0.77,0.47
