Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.86
moral,0.8,0.77,0.45,0.08
verw,0.88,0.76,0.43,0.01
sparkont,1.0,1.0,1.0,0.85
beszeit,0.94,0.93,0.77,0.2
rate,0.92,0.92,0.74,0.3
famges,1.0,1.0,0.99,0.76
buerge,0.32,0.41,0.14,0.06
wohnzeit,0.92,0.91,0.75,0.31
verm,1.0,1.0,0.99,0.81
weitkred,0.49,0.55,0.24,0.06
wohn,1.0,1.0,0.99,0.84
bishkred,0.66,0.6,0.33,0.03
beruf,0.71,0.7,0.38,0.04
pers,0.54,0.63,0.37,0.19
telef,0.94,0.95,0.88,0.6
gastarb,1.0,1.0,0.99,0.88
kredit,0.83,0.88,0.71,0.42
