Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.9,0.76,0.16
moral,0.8,0.76,0.44,0.07
verw,0.91,0.82,0.55,0.03
sparkont,0.74,0.74,0.36,0.09
beszeit,0.94,0.92,0.77,0.17
rate,0.92,0.92,0.74,0.26
famges,0.76,0.73,0.45,0.07
buerge,0.33,0.41,0.14,0.06
wohnzeit,0.92,0.91,0.74,0.25
verm,0.98,0.98,0.93,0.53
weitkred,0.53,0.58,0.27,0.07
wohn,0.73,0.77,0.47,0.17
bishkred,0.67,0.61,0.34,0.04
beruf,0.7,0.68,0.37,0.02
pers,0.59,0.68,0.42,0.22
telef,0.95,0.97,0.91,0.65
gastarb,0.21,0.31,0.12,0.06
kredit,0.86,0.89,0.75,0.45
