Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.95,0.59
moral,0.79,0.75,0.43,0.05
verw,0.89,0.79,0.48,0.01
sparkont,0.96,0.95,0.81,0.37
beszeit,0.95,0.94,0.8,0.22
rate,0.92,0.92,0.73,0.33
famges,0.95,0.95,0.83,0.39
buerge,0.32,0.4,0.13,0.06
wohnzeit,0.94,0.93,0.8,0.35
verm,1.0,1.0,0.99,0.75
weitkred,0.51,0.54,0.26,0.04
wohn,0.95,0.96,0.87,0.49
bishkred,0.66,0.59,0.32,0.02
beruf,0.72,0.7,0.4,0.03
pers,0.59,0.68,0.42,0.22
telef,0.97,0.98,0.94,0.71
gastarb,0.87,0.9,0.77,0.47
kredit,0.84,0.88,0.72,0.43
