Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.93,0.52
moral,0.79,0.76,0.43,0.08
verw,0.89,0.79,0.46,0.01
sparkont,0.91,0.91,0.67,0.27
beszeit,0.95,0.93,0.78,0.17
rate,0.92,0.92,0.75,0.34
famges,0.92,0.91,0.74,0.31
buerge,0.22,0.29,0.09,0.02
wohnzeit,0.93,0.92,0.77,0.32
verm,1.0,1.0,0.98,0.77
weitkred,0.46,0.5,0.22,0.03
wohn,0.92,0.93,0.79,0.38
bishkred,0.64,0.56,0.31,0.01
beruf,0.71,0.7,0.38,0.03
pers,0.55,0.64,0.38,0.2
telef,0.97,0.98,0.94,0.69
gastarb,0.7,0.77,0.54,0.29
kredit,0.77,0.83,0.63,0.35
