Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.89,0.73,0.13
moral,0.8,0.76,0.44,0.09
verw,0.89,0.78,0.48,0.01
sparkont,0.7,0.69,0.32,0.06
beszeit,0.95,0.93,0.8,0.17
rate,0.92,0.92,0.74,0.3
famges,0.79,0.76,0.49,0.09
buerge,0.28,0.36,0.11,0.05
wohnzeit,0.93,0.93,0.77,0.32
verm,0.98,0.98,0.93,0.52
weitkred,0.53,0.59,0.28,0.07
wohn,0.73,0.77,0.47,0.19
bishkred,0.7,0.64,0.37,0.04
beruf,0.72,0.7,0.39,0.02
pers,0.6,0.69,0.43,0.23
telef,0.96,0.97,0.93,0.68
gastarb,0.22,0.32,0.12,0.06
kredit,0.83,0.88,0.71,0.42
