,type,this_epoch,total_epochs,batch_num,loss
2,epoch,1,50,2,18624.992
5,epoch,2,50,2,17154.562
8,epoch,3,50,2,16386.672
11,epoch,4,50,2,15770.035
14,epoch,5,50,2,14612.383
17,epoch,6,50,2,12739.125
20,epoch,7,50,2,10586.132
23,epoch,8,50,2,8662.229
26,epoch,9,50,2,7619.9473
29,epoch,10,50,2,6909.8657
32,epoch,11,50,2,6257.893
35,epoch,12,50,2,5676.9395
38,epoch,13,50,2,5062.2866
41,epoch,14,50,2,4519.246
44,epoch,15,50,2,4012.0261
47,epoch,16,50,2,3649.227
50,epoch,17,50,2,3329.1887
53,epoch,18,50,2,3077.2424
56,epoch,19,50,2,2782.162
59,epoch,20,50,2,2465.0532
62,epoch,21,50,2,2199.8743
65,epoch,22,50,2,2075.0957
68,epoch,23,50,2,2012.5856
71,epoch,24,50,2,1935.918
74,epoch,25,50,2,1805.574
77,epoch,26,50,2,1691.1987
80,epoch,27,50,2,1579.9813
83,epoch,28,50,2,1493.4436
86,epoch,29,50,2,1402.3584
89,epoch,30,50,2,1331.0564
92,epoch,31,50,2,1271.7544
95,epoch,32,50,2,1222.2452
98,epoch,33,50,2,1167.3016
101,epoch,34,50,2,1114.8289
104,epoch,35,50,2,1064.9845
107,epoch,36,50,2,1027.9541
110,epoch,37,50,2,993.7067
113,epoch,38,50,2,959.48596
116,epoch,39,50,2,930.6511
119,epoch,40,50,2,901.1533
122,epoch,41,50,2,884.6704
125,epoch,42,50,2,878.2073
128,epoch,43,50,2,862.8368
131,epoch,44,50,2,839.2143
134,epoch,45,50,2,814.9595
137,epoch,46,50,2,826.0299
140,epoch,47,50,2,857.39966
143,epoch,48,50,2,842.17645
146,epoch,49,50,2,866.5369
149,epoch,50,50,2,766.92175
