value,frequency,column
Male,0.8081442463533225,sex
Female,0.19185575364667748,sex
25 - 45,0.576580226904376,age_cat
Less than 25,0.21778768233387358,age_cat
Greater than 45,0.2056320907617504,age_cat
African-American,0.5093192868719612,race
Caucasian,0.34359805510534847,race
Hispanic,0.08407617504051863,race
Other,0.05632090761750405,race
Asian,0.004862236628849271,race
Native American,0.0018233387358184765,race
F,0.6454619124797407,c_charge_degree
M,0.35453808752025934,c_charge_degree
0,0.5111426256077796,is_recid
1,0.48885737439222043,is_recid
Low,0.5518638573743923,score_text
Medium,0.2653970826580227,score_text
High,0.18273905996758508,score_text
0,0.543354943273906,two_year_recid
1,0.456645056726094,two_year_recid
