Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.93,0.5
moral,0.78,0.75,0.42,0.08
verw,0.9,0.79,0.49,0.02
sparkont,0.94,0.94,0.77,0.34
beszeit,0.95,0.93,0.79,0.19
rate,0.91,0.91,0.72,0.29
famges,0.95,0.94,0.82,0.4
buerge,0.35,0.43,0.15,0.05
wohnzeit,0.92,0.92,0.75,0.31
verm,1.0,1.0,0.99,0.81
weitkred,0.52,0.56,0.26,0.05
wohn,0.96,0.96,0.88,0.49
bishkred,0.66,0.58,0.32,0.01
beruf,0.8,0.83,0.57,0.25
pers,0.62,0.71,0.45,0.24
telef,0.95,0.96,0.9,0.63
gastarb,0.87,0.9,0.77,0.47
kredit,0.86,0.89,0.75,0.45
