Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.78,0.19
moral,0.78,0.75,0.42,0.07
verw,0.91,0.82,0.53,0.02
sparkont,0.73,0.73,0.36,0.08
beszeit,0.94,0.92,0.77,0.18
rate,0.91,0.91,0.71,0.29
famges,0.77,0.74,0.46,0.08
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.92,0.91,0.73,0.3
verm,0.98,0.98,0.94,0.54
weitkred,0.53,0.57,0.27,0.06
wohn,0.76,0.79,0.51,0.19
bishkred,0.65,0.57,0.32,0.02
beruf,0.81,0.84,0.59,0.27
pers,0.63,0.71,0.46,0.24
telef,0.94,0.95,0.88,0.6
gastarb,0.18,0.28,0.1,0.05
kredit,0.88,0.91,0.78,0.48
