value,frequency,column
Male,0.807131280388979,sex
Female,0.19286871961102106,sex
25 - 45,0.5721231766612642,age_cat
Less than 25,0.2169773095623987,age_cat
Greater than 45,0.21089951377633712,age_cat
African-American,0.5172204213938412,race
Caucasian,0.33934359805510533,race
Hispanic,0.08205024311183144,race
Other,0.054497568881685575,race
Asian,0.004862236628849271,race
Native American,0.002025931928687196,race
F,0.6474878444084279,c_charge_degree
M,0.3525121555915721,c_charge_degree
0,0.5143841166936791,is_recid
1,0.4856158833063209,is_recid
Low,0.548419773095624,score_text
Medium,0.26519448946515395,score_text
High,0.18638573743922204,score_text
0,0.5437601296596435,two_year_recid
1,0.45623987034035657,two_year_recid
