value,frequency,column
Male,0.5271474878444085,sex
Female,0.4728525121555916,sex
Less than 25,0.364870340356564,age_cat
25 - 45,0.35595623987034036,age_cat
Greater than 45,0.2791734197730956,age_cat
Asian,0.1940842787682334,race
Native American,0.1859805510534846,race
African-American,0.18577795786061588,race
Caucasian,0.17605348460291734,race
Other,0.16369529983792544,race
Hispanic,0.09440842787682334,race
F,0.6420178282009724,c_charge_degree
M,0.3579821717990275,c_charge_degree
0,0.5119529983792545,is_recid
1,0.48804700162074555,is_recid
Low,0.5542949756888168,score_text
Medium,0.261547811993517,score_text
High,0.18415721231766613,score_text
0,0.538290113452188,two_year_recid
1,0.461709886547812,two_year_recid
