Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.98,0.75
moral,0.78,0.73,0.41,0.06
verw,0.9,0.79,0.47,0.01
sparkont,0.99,0.99,0.94,0.56
beszeit,0.95,0.93,0.81,0.17
rate,0.94,0.94,0.78,0.36
famges,0.98,0.98,0.93,0.58
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.93,0.92,0.77,0.31
verm,1.0,1.0,0.99,0.84
weitkred,0.5,0.57,0.25,0.08
wohn,0.97,0.97,0.9,0.54
bishkred,0.65,0.58,0.32,0.02
beruf,0.7,0.68,0.37,0.02
pers,0.54,0.64,0.37,0.19
telef,0.98,0.98,0.95,0.73
gastarb,0.28,0.39,0.16,0.08
kredit,0.81,0.86,0.68,0.4
