Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.91,0.88,0.72,0.12
moral,0.81,0.77,0.46,0.09
verw,0.88,0.77,0.46,0.01
sparkont,0.76,0.75,0.38,0.09
beszeit,0.95,0.93,0.79,0.19
rate,0.9,0.9,0.7,0.27
famges,0.81,0.79,0.52,0.12
buerge,0.34,0.42,0.14,0.06
wohnzeit,0.94,0.94,0.81,0.35
verm,0.98,0.98,0.93,0.49
weitkred,0.54,0.58,0.28,0.06
wohn,0.71,0.75,0.45,0.17
bishkred,0.68,0.62,0.35,0.04
beruf,0.73,0.72,0.41,0.04
pers,0.58,0.67,0.41,0.21
telef,0.97,0.98,0.95,0.72
gastarb,0.19,0.29,0.11,0.05
kredit,0.87,0.91,0.78,0.48
