Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.99,0.98,0.7
moral,0.81,0.77,0.46,0.08
verw,0.9,0.79,0.5,0.01
sparkont,1.0,1.0,0.99,0.81
beszeit,0.94,0.92,0.76,0.15
rate,0.92,0.92,0.74,0.31
famges,1.0,0.99,0.98,0.72
buerge,0.29,0.36,0.12,0.03
wohnzeit,0.94,0.93,0.79,0.34
verm,1.0,1.0,0.99,0.85
weitkred,0.52,0.58,0.27,0.08
wohn,1.0,1.0,1.0,0.89
bishkred,0.67,0.6,0.33,0.03
beruf,0.73,0.67,0.4,0.0
pers,0.61,0.7,0.44,0.23
telef,0.96,0.97,0.92,0.66
gastarb,0.98,0.99,0.97,0.78
kredit,0.86,0.9,0.76,0.46
