Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.94,0.53
moral,0.79,0.75,0.42,0.06
verw,0.91,0.83,0.55,0.03
sparkont,0.95,0.95,0.8,0.33
beszeit,0.95,0.93,0.78,0.18
rate,0.89,0.9,0.68,0.25
famges,0.96,0.96,0.86,0.44
buerge,0.33,0.41,0.14,0.05
wohnzeit,0.93,0.93,0.78,0.3
verm,1.0,1.0,0.99,0.84
weitkred,0.47,0.51,0.23,0.04
wohn,0.95,0.96,0.87,0.47
bishkred,0.65,0.57,0.31,0.03
beruf,0.74,0.71,0.42,0.02
pers,0.67,0.74,0.5,0.27
telef,0.95,0.97,0.91,0.65
gastarb,0.86,0.9,0.76,0.46
kredit,0.85,0.89,0.73,0.44
