Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.97,0.91,0.46
moral,0.79,0.75,0.42,0.08
verw,0.91,0.82,0.55,0.03
sparkont,0.9,0.9,0.65,0.24
beszeit,0.94,0.93,0.76,0.18
rate,0.92,0.93,0.75,0.32
famges,0.89,0.88,0.67,0.24
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.93,0.92,0.77,0.32
verm,1.0,1.0,0.99,0.77
weitkred,0.45,0.51,0.22,0.05
wohn,0.89,0.91,0.73,0.34
bishkred,0.66,0.6,0.33,0.03
beruf,0.73,0.69,0.41,0.01
pers,0.61,0.69,0.43,0.23
telef,0.96,0.97,0.92,0.67
gastarb,0.71,0.78,0.55,0.3
kredit,0.85,0.89,0.74,0.44
