Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.92,0.79,0.21
moral,0.79,0.75,0.43,0.09
verw,0.87,0.73,0.4,0.0
sparkont,0.74,0.73,0.36,0.08
beszeit,0.94,0.92,0.76,0.17
rate,0.93,0.93,0.76,0.34
famges,0.8,0.78,0.5,0.1
buerge,0.3,0.38,0.12,0.06
wohnzeit,0.93,0.92,0.76,0.29
verm,0.98,0.98,0.93,0.5
weitkred,0.6,0.63,0.33,0.07
wohn,0.74,0.78,0.49,0.19
bishkred,0.65,0.58,0.32,0.02
beruf,0.74,0.73,0.41,0.04
pers,0.61,0.7,0.44,0.23
telef,0.96,0.97,0.93,0.68
gastarb,0.23,0.33,0.13,0.07
kredit,0.88,0.91,0.78,0.48
