value,frequency,column
4,0.375,laufkont
2,0.285,laufkont
1,0.26,laufkont
3,0.08,laufkont
2,0.52125,moral
4,0.2925,moral
3,0.08,moral
1,0.06,moral
0,0.04625,moral
3,0.30375,verw
0,0.275,verw
2,0.17875,verw
9,0.10125,verw
1,0.0825,verw
6,0.0425,verw
10,0.0075,verw
5,0.005,verw
4,0.0025,verw
8,0.00125,verw
1,0.5975,sparkont
5,0.19,sparkont
2,0.11375,sparkont
3,0.05125,sparkont
4,0.0475,sparkont
3,0.35875,beszeit
5,0.24,beszeit
2,0.17625,beszeit
4,0.1625,beszeit
1,0.0625,beszeit
4,0.4425,rate
2,0.24375,rate
3,0.165,rate
1,0.14875,rate
3,0.53375,famges
2,0.32,famges
4,0.0925,famges
1,0.05375,famges
1,0.8925,buerge
3,0.05625,buerge
2,0.05125,buerge
4,0.40625,wohnzeit
2,0.32125,wohnzeit
3,0.15625,wohnzeit
1,0.11625,wohnzeit
3,0.3325,verm
2,0.2525,verm
1,0.25,verm
4,0.165,verm
3,0.7475,weitkred
1,0.2,weitkred
2,0.0525,weitkred
2,0.6675,wohn
1,0.20375,wohn
3,0.12875,wohn
1,0.6375,bishkred
2,0.32125,bishkred
4,0.02625,bishkred
3,0.015,bishkred
3,0.6175,beruf
2,0.205,beruf
4,0.15,beruf
1,0.0275,beruf
2,0.81125,pers
1,0.18875,pers
1,0.59375,telef
2,0.40625,telef
2,0.93875,gastarb
1,0.06125,gastarb
1,0.67375,kredit
0,0.32625,kredit
